course_name_clean,rps_document,bap_document,similarity,alignment_category
kewirausahaan berbasis teknologi,this section should show the targeted competency topic sub topic specific method of instruction delivery material reference and assessment indicator for each session session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk durasi pembelajaran sumber pembelajaran indikator penilaian introduction of entrepreneurship lecturing an overview of entrepreneurship group development and affinity diagram and lecturing group discussion brainstorming creativity process lecturing creativity thinking lecturing group discusion technique mind mapping introduction of design lecturing group discussion thinking in a different approach step standford school using a software tool for lecturing group discussion design thinking ie sprintbase miro realtime board mural shape by ideo smaply digsite batterii stormboard google doc sheet slide conceptboard understanding the problem lecturing and observe mid semester examination session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk durasi pembelajaran sumber pembelajaran indikator penilaian empathize lecturing empathy map point of view define the lecturing group discussion problem ideate finding and selecting lecturing the idea group discussion problem clarification the solution to the problem lecturing presentasi product to market fit prototype develop lecturing presentasi test lecturing group discussion group presentation business lecturing presentasi plan final examination form rancangan tugas mahasiswa rtm f ehb universitas bakrie no form f ehb fakultas ftik tgl form feb program studi information system revform periode,"iv is investment and strategic advantage information system today managing in digital world th edition pearson joe valacich christoph schneider valuing is making the business case for an is valuing innovation freeconomics why free product and the future of the digital world
defining information system information system today managing in digital world th edition pearson joe valacich christoph schneider is defined terminologydata information knowledge is is today the dual nature of is case
is infrastructres information system today managing in digital world th edition pearson joe valacich christoph schneider is hardware infrastructure is software infrastructure communication and collaboration infrastructure data and knowledge infrastructure application software
is and globalization by laudon pearson evolution of globalization opportunity for operating in the digital world challenge of operating in the digital world going global international business strategy in the digital world
electronic commerce information system today managing in digital world th edition pearson joe valacich christoph schneider ecommerce defined bb ecommerce extranets be ecommerce intranet bc ecommerce cc ecommerce emerging topic in ecommerce web technology and business
web technology and business model information system today managing in digital world th edition pearson joe valacich christoph schneider defining web empowering individual with web enhancing collaboration with web
organizational is and business intelligence information system today managing in digital world th edition pearson joe valacich christoph schneider business intelligence business intelligence component information visualization
enterprise is crm erp scm information system today managing in digital world th edition pearson joe valacich christoph schneider enterprise system enterprise resource planning customer relationship management supply chain management the formula for enterprise system success
security and control information system essential th edition cenage course technology cenage learning ralph stair george reynolds information system security and control information system security safeguarding is resource managing is security case study kewirausahaan berbasis teknologi
information system in organization introduction to information system rdedition wiley r kelly rainer casey g cegielski introduction competitive advantage in strategic information system value chain in information system by michael porter reengineering v continuous improvement case study
information and decision support system information system today managing in digital world th edition pearson joe valacich christoph schneider decision making and problem solving overview of mi functional aspect of mi overview of ds component of a ds group support system executive support system
knowledge management and specialized information system information system today managing in digital world th edition pearson joe valacich christoph schneider knowledge management system overview of artificial intelligence virtual reality other specialized system
advanced topic and trend in managing the is infrastructure information system essential th edition cenage course technology cenage learning ralph stair george reynolds advanced topic in is hardware advanced topic in is software advanced topic in networking and collaboration advanced topic in database management case study
topik trend pengelolaan infratruktur ai information system essential th edition cenage course technology cenage learning ralph stair george reynolds technopreneurship komunikasi data",0.28509742,Not Aligned
pengantar teknologi informasi,this section should show topic sub topic specific method of instruction delivery and material reference session topic sub topic method of delivery material reference chapter introducing today technology connecting and communicating chapter online chapter computer and mobile device program and apps chapter digital security ethic and privacy chapter computing component chapter input and output chapter middle semester test digital storage chapter operating system chapter syllabus session topic sub topic method of delivery material reference communicating digital content chapter building solution database chapter building solution system and chapter application development tool working in the enterprise chapter review final semester test dipersiapkan prepared by disahkan certified by nama name nama name jabatan position iwan adhicandra jabatan position ketua program studi tanggal date tanggal date,"chapter pearson chapter pengantar teknologi informasi
chapter pearson chapter
chapter pearson chapter
chapter peaerson chapter
chapter pearson chapter
chapter pearson chapter
chapter pearson chapter
chapter pearson chapter
chapter pearson chapter
chaptet pearson chapter
chapter pearson chapter
chapter pearson chapter rekayasa ilmu",0.36196113,Not Aligned
wide area network wan,session topic sub topic method reference assignment course introduction and wan concept a connecting network b wan technology overview a purpose of wan b wan operation c selecting a wan technology pretest exam lecture chapter chapter a wan service discussion assignment b private wan infrastruc tures c public wan infrastructure d selecting wan service d summary conclusion point to point connection a introduction welcome b serial point to point overview a serial communication b hdlc encapsulation c ppp operation a benefit of ppp lecture exam chapter b lcp and ncp chapter discussion assignment c ppp session d ppp implementation a configure ppp b configure ppp authentica tion e troubleshoot wan connectivity a troubleshoot ppp f summary conclusion tif syllabus wide area network branch connection a introduction welcome b remote access connection a broadband connection b select a broadband connec tions c pppoe a pppoe overview b implement pppoe exam chapter d vpn lecture chapter assignment st a fundamental of vpns discussion lab session b type of vpns e gre a gre overview b implement gre f ebgp a bgp overview b bgp design consideration c ebgp branch configuration g summary conclusion access control list a introduction welcome b standard acl operation and con figuration review a acl operation overview b type of ipv acls c standard ipv acl imple mentation c extended ipv acls a structure of an extended exam chapter lecture ipv acls chapter assignment nd discussion lab session b configure extended ipv acls d ipv acls a ipv acl operation b configuring ipv acls e troubleshoot acls a processing packet with acls b common acls error f summary conclusion network security monitoring a introduction welcome b lan security a lan security attack b lan security best practice c snmp exam chapter a snmp operation lecture chapter assignment rd discussion b configuring snmp lab session d cisco switch port analyzer a span overview b span configuration c span a a troubleshooting tool e summary conclusion quality of service a introduction welcome b qos overview a network transmission qual ity exam chapter b traffic characteristic lecture chapter assignment th discussion c queueing algorithm lab session c qos mechanism a qos model b qos implementation tech niques d summary conclusion tif syllabus wide area network quiz preparation before midterm exami nation a subnetting the network b point to point connection c branch connection d access control list lecture chapter to quiz in class e network security and monitoring discussion th lab session f quality of service g etherchannel and hsrp problem set h designing the network topology i technique to fulfill network re quirement mid semester test network evolution a introduction welcome b internet of thing a iot element b iot pillar c cloud virtualization a cloud computing exam chapter lecture chapter assignment th b virtualization discussion lab session c virtual network infrastruc ture d network programming a software defined network ing b controller e summary conclusion network troubleshooting a introduction welcome b troubleshooting methodology a network documentation b troubleshooting process c isolating the issue using layered model exam chapter lecture c troubleshooting scenario chapter assignment th discussion lab session a using ip sla b troubleshooting tool c symptom cause of net work troubleshooting d troubleshooting ip connec tivity d summary conclusion quiz in class before final examination attempt lecture chapter to quiz in class a introduction to multiarea ospf discussion th lab session b multiarea ospf operation c configuring multiarea ospf quiz in class before final examination attempt a introduction of ospf tuning and troubleshooting lecture chapter to quiz in class discussion th lab session b advanced single area ospf con figuration c troubleshooting single area ospf implementation quiz in class before final examination attempt a stp operation lecture chapter to quiz in class b etherchannel configuration discussion lab session c hsrp configuration d single area ospfv configuration quiz in class before final examination attempt a link aggregation configuration lecture chapter to quiz in class discussion lab session b stp operation c eigrp tuning and troubleshoot ing tif syllabus wide area network quiz in class before final examination attempt a the quiz cover link state dynamic routing lecture chapter to quiz in class distance vector dynamic discussion lab session routing nat acl configuration multi area eigrp and ospf configuration final semester test prepared by certified by name berkah i santoso st mti name prof hoga saragih position lecturer position head of department date february date,"singlearea ospfv concept ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction ospf feature and characteristic ospf packet ospf operation introduction ospf feature and characteristic ospf packet ospf operation
singlearea ospfv configuration ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensachapter introduction ospf router id pointtopoint ospf network multiaccess ospf network modify singlearea ospfv default route propagation verify singlearea ospfv
network security concept ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensachapter introduction current state of cybersecurity threat actor malware common network attack ip vulnerability and threat tcp and udp vulnerability ip service network security best practice cryptography introduction current state of cybersecurity threat actor malware common network
acl concept ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction purpose of acls wildcard mask in acls guideline for acl creation type of ipv acl introduction purpose of acls wildcard mask in acls guideline for acl creation type of wide area network wan
acls for ipv configuration ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction configure standard ipv acls modify ipv acls secure vty port with a standard ipv acl configure extended ipv acls introduction configure standard ipv acls modify ipv acls secure vty port with a
nat for ipv ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction nat characteristic type of nat nat advantage and disadvantage static nat dynamic nat pat nat introduction nat characteristic type of nat nat advantage and disadvantage static
wan concept and quiz before mid term examination ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction purpose of wan wan operation traditional wan connectivity modern wan connectivity internetbased connectivity introduction purpose of wan wan operation traditional wan connectivity modern
vpn and ipsec concept ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction vpn technology type of vpns ipsec ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction vpn technology type of vpns ipsec
qos concept ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction network transmission quality traffic characteristic queueing algorithm qos model qos implementation technique introduction network transmission quality traffic characteristic queueing algorithm qos
network management ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction device discovery with cdp device discovery with lldp ntp snmp syslog router and switch file maintenance io image management introduction device discovery with cdp device discovery with lldp ntp snmp syslog
network design ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction hierarchical network scalable network switch hardware router hardware
network troubleshooting ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction network documentation troubleshooting process troubleshooting tool symptom and cause of network problem troubleshooting ip connectivity ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction network documentation troubleshooting process troubleshooting tool symptom and cause of network problem troubleshooting ip connectivity wide area network wan
network virtualization ccna version module enterprise networking security and automation v ensa httpscontenthubnetacadcomensa chapter introduction cloud computing virtualization virtual network infrastructure softwaredefined networking controller introduction cloud computing virtualization virtual network infrastructure software
network automation ccna version module enterprise networking security and automation v ensa httpscontenthubnetacad introduction automation overview data format apis rest configuration management tool ibn and cisco dna center grand total",0.41343647,Not Aligned
data communication,this section should show the targeted competency topic sub topic specific method of instruction delivery material reference and assessment indicator for each session the targeted competency refer to the list of competency given in the course objective section targeted topic sub topic method reference assignment s compe sion tencies introduction to data communication a introduction to data communication ch b historical review of computer net ab lecture ch probs working cdiscussion ch c computer networking hardware ch d computer networking software e network architecture fundamental of communication a reference model ch ch ch b standardisation ch ch c network topology ch aa probs lecture ch d data communication basic bb ch discussion ce packet based data communication ch ch f circuit switched v packet switched g message switching datagram virtual ch circuit h connection v connectionless oriented wiredwireless communication network aa a wired based communication lecture ch probs bcdiscussion ch b wireless communication c example of communication network data link layer basic ch a data link layer basic ch ab lecture ch probs b encoding framing ccdiscussion ch ch c error detection error correction reli able transmission ch d sliding window channel allocation ch same a a channel allocation lecture ch probs above discussion b multiple access protocol ch c ethernet network layer ch ch a network layer ab lecture ch probs b network layer addressing ch ccdiscussion ch ch c ipv and ipv ch d routing algorithm ch spanning tree and intrainterdomain routing protocol ch same a discussion ch probs a spanning tree above quiz ch b intrainter domain routing protocol c cidr mid semester test f ppkr rps tif rencana pembelajaran semester internet protocol and quality of service same a a internet protocol ip lecture ch probs above discussion ch b quality of service c congestion control end to end protocol data presentation ch ab a end to end protocol lecture ch probs ccdiscussion b data presentation ch c compresion transport service and protocol same a discussion ch ch probs a transport service above b transport protocol udp tcp and performance issue ch same a ch a udp probs above discussion ch b tcp ach c performance issue ch application service dns e mail www ch ch a dns ch ch ab b email lecture ch ch probs ccdiscussion c www ch ch ch d multimedia ch e streaming wireless and wimax aa a wireless networking lecture ch probs b discussion ch b security ccquiz ch c wireless broadband d wimax network and internet security a network security basic ch ch b cryptography ch ch c symmetric key algorithm ch ch probs ab discussion ch ch d public key infrastructure ccquiz ch e internet security ch ch f ipsec ch g pgp h firewall final semester test f ppkr,"introduction and network model behrouz forouzan data communication and networking fourth edition mcgraw hill international forouzan introduction and network model
introduction to physical layer data and signal forouzan behrouz data communication introduction to physical layer data and signal
multiplexing and spectrum spreading transmission medium and switching forouzan behrouz data communication and networking multiplexing and spectrum spreading transmission medium and switching
digital transmission and analog transmission forouzan b data communication and networking digital transmission and analog transmission
data link layer error detection and correction forouzan behrouz data communication and networking data link layer error detection and correction
data link layer data link control dlc and medium access control mac forouzan behrouz data communication and networking data link layer data link control dlc and medium access control mac
wired lan ethernet and wireless lan forouzan behrouz data communication and networking wired lan ethernet and wireless lan
network layer logical addressing and internet protocol forouzan behrouz data communication and networking network layer logical addressing and internet protocol
network layer address mapping error reporting multicasting delivery forwarding and routing forouxan behrouz data communication and networking network layer address mapping error reporting multicasting delivery forwarding and routing
processtoprocess delivery udp tcp and sctp congestion control and quality of service forouzan behrouz data communication and networking processtoprocess delivery udp tcp and sctp congestion control and quality of service
network management snmp multimedia forouzan behrouz data communication and networking network management snmp multimedia
cryptography forouzan behrouz data communication and networking cryptography
domain name system remote logging electronic mail and file transfer www and http forouzan behrouz data communication and networking domain name system remote logging electronic mail and file transfer www and http
network security security in the internet ipsec ssltls pgp vpn and firewall forouzan behrouz data communication and networking network security security in the internet ipsec ssltls pgp vpn and firewall leadership and management for it engineer",0.42633188,Not Aligned
algoritma dan pemrograman,this section should show the targeted competency topic sub topic specific method of instruction delivery material reference and assessment indicator for each session session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian a introduction introduction syllabus and b hardware introduction chapter pp sap introduction to c how computer store lecture computer and data discussion programming d how program work e type of software a designing a program b output input and variable c variable assignment and calculation lecture chapter pp programming d variable declaration hand on lab exercise no input processing output and data type discussion e named constant exercise f hand tracing a program g documenting a program h designing your first program a introduction to module b defining and calling a lecture module hand on lab chapter pp programming module c local variable discussion exercise no exercise d passing argument to module f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian e global variable and global constant a introduction to decision structure b dual alternative decision structure lecture decision structure c comparing string hand on lab chapter pp programming boolean logic d nested decision discussion exercise no structure assignment e the case structure f logical operator g boolean variable h boolean variable a introduction to repetition structure b condition controlled loop while do lecture repetition structure while and do until hand on lab programming c count controlled loop discussion chapter pp exercise no and the for statement exercise d calculating a running total e sentinel f nested loop a introduction to lecture function generating function random number hand on lab chapter pp programming b writing your own discussion exercise no function assignment c more library function a garbage in garbage out lecture input validation b the input validation hand on lab chapter pp programming f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian loop discussion review exercise no c defensive programming mid semester examination a array basic b sequentially searching an array lecture c processing the content array of an array hand on lab chapter pp programming d parallel array discussion exercise no e two dimensional exercise array f array of three or more dimension a the bubble sort algorithm lecture b the selection sort sorting and searching algorithm hand on lab chapter pp programming array c the insertion sort discussion exercise no algorithm exercise d the binary search algorithm a introduction to file input and output lecture file b using loop to process hand on lab file chapter pp programming discussion c using file and array exercise no assignment d processing record e control break logic a introduction to lecture menu driven program hand on lab chapter pp programming menu driven program b modularizing a menu discussion exercise no driven program exercise f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian c using a loop to repeat the menu d multiple level menu a introduction lecture programming text processing b character by character hand on lab chapter pp exercise no text processing discussion assignment a procedural and object oriented programming b class c using the unified lecture object oriented modeling language to hand on lab chapter pp programming programming design class discussion exercise no d finding the class and assignment their responsibility in a problem e inheritance f polymorphism a graphical user interface lecture b designing the user gui application interface for a gui hand on lab chapter pp programming program discussion exercise no c writing event handler review d designing apps for mobile device final examination f ppkr,"introduction gaddi introduction to hardware and software base number system decimal binary octal hexadecimal number convertion between base number system
module gaddi module
input process output gaddi input process output raptor logic sybols ipo using raptor interpreter
decision structure gaddi decision structure if else if then else switch case
repetition structure gaddi repetition structure forloop whileloop dowhile sentinel
function gaddi function passing argument provided function and own defined function
input validation review gaddi input validation review temperatur convertion bmi factorial
array gaddi array
sorting and searching array gaddi sorting and searching array
file gaddi file open file read file process the data
menudriven program gaddi menudriven program
text processing gaddi text processing file for exercise diabetespredictiondatasetcsv
object oriented programming gaddi object oriented programming review for uas algoritma pemrograman
recursion gaddi recursion factorial fibonacci aljabar linear",0.43123633,Not Aligned
statistika,this section should show the targeted competency topic sub topic specific method of instruction delivery material reference and assessment session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian student are expected topic statistic data and cooperative learning problem chapter planning a learning program statistical thinking to be able to based learning model page perform the specific sub topic understand statistic contextual learning metode assessment of the science of data and statistical quantum teaching tutorial learning outcome statistic thinking discussion lecture case complete the type of statistical teaching program study application on schedule fundamental able to manage element of statistic teaching and type of data learning collecting data interaction student are expected chapter planning a topic method for learning program page to be able to describing set of perform the cooperative learning understand method assessment of data problem based learning learning outcome for describing set of specific sub topic model contextual learning complete the data describing metode quantum teaching teaching program qualitative data on schedule tutorial discussion graphical method able to manage lecture case study for describing teaching and quantitative data learning interaction student are expected to topic method for chapter planning a cooperative learning learning program be able to understand describing set of page problem based learning perform the method for describing data cont model contextual learning assessment of set of data cont specific sub topic f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian numerical measure metode quantum teaching learning outcome of central tendency complete the tutorial discussion teaching program numerical measure lecture case study on schedule of variability able to manage teaching and learning interaction student are expected to topic method for cooperative learning chapter planning a learning program be able to understand describing set of problem based learning page perform the method for describing data cont model contextual learning assessment of set of data cont specific sub topic metode quantum teaching learning outcome interpreting the tutorial discussion complete the strandard deviation lecture case study teaching program numerical measure on schedule of relative standing able to manage method for teaching and detecting outlier learning graphing bivariate interaction relationship distorting the thruth with descriptive technique student are expected to topic probability cooperative learning chapter planning a learning program be able to understand specific sub topic problem based learning page perform the probability event sample model contextual learning assessment of space and metode quantum teaching learning outcome probability tutorial discussion complete the union and lecture case study teaching program f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian intersection on schedule complementary able to manage teaching and event learning interaction student are expected to topic probability cont cooperative learning chapter planning a learning program be able to understand specific sub topic problem based learning page perform the probability cont the additive rule model contextual learning assessment of and mutually metode quantum teaching learning outcome exclusive event tutorial discussion complete the conditional lecture case study teaching program probability on schedule the multiplicative able to manage rule and teaching and independent event learning interaction student are expected to topic probability cont cooperative learning chapter planning a learning program be able to understand specific sub topic problem based learning page perform the probability cont random sampling model contextual learning assessment of some country rule metode quantum teaching learning outcome bayes rule tutorial discussion complete the lecture case study teaching program on schedule able to manage teaching and learning interaction mid semester examination f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian student are expected to topic discrete random cooperative learning planning a learning program be able to understand variable problem based learning perform the discrete random variable specific sub topic model contextual learning assessment of two type of metode quantum teaching learning outcome random variable tutorial discussion complete the probability lecture case study teaching program distribbutions for on schedule discrete random able to manage variablesx teaching and expected value of learning interaction discrete random variable student are expected to topic discrete random cooperative learning chapter planning a learning program be able to understand variable cont problem based learning page perform the discrete random variable specific sub topic model contextual learning assessment of cont event sample metode quantum teaching learning outcome space and tutorial discussion complete the probability lecture case study teaching program union and on schedule intersection able to manage complementary teaching and event learning interaction specific sub topic event sample space and probability f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian union and intersection complementary event student are expected to topic discrete random cooperative learning chapter planning a learning program be able to understand variable cont and problem based learning page perform the discrete random variable continuous random model contextual learning chapter assessment of cont and continuous variable metode quantum teaching page learning outcome random variable specific sub topic tutorial discussion complete the the hypergeometric lecture case study teaching program random variable on schedule conyinuos able to manage probability teaching and distribution learning the uniform interaction distribution student are expected to topic continuous cooperative learning chapter planning a learning program be able to understand random variable problem based learning page perform the continuous random cont model contextual learning assessment of variable specific sub topic metode quantum teaching learning outcome the normal tutorial discussion complete the distribution lecture case study teaching program descriptive method on schedule for assessing able to manage normality teaching and learning interaction f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian student are expected to topic sampling cooperative learning chapter planning a learning program be able to understand distribution problem based learning page perform the sampling distribution specific sub topic model contextual learning assessment of the concept of metode quantum teaching learning outcome sampling tutorial discussion complete the distribution lecture case study teaching program on schedule able to manage teaching and learning interaction student are expected to topic sampling chapter planning a learning program be able to understand distribution cont cooperative learning page perform the sampling distribution specific sub topic problem based learning assessment of cont property of model contextual learning learning outcome sampling metode quantum teaching complete the distribution tutorial discussion teaching program unbiasedness and lecture case study on schedule minimum variance able to manage teaching and learning interaction student are expected to topic sampling cooperative learning chapter planning a learning program be able to understand distribution cont problem based learning page perform the sampling distribution specific sub topic model contextual learning assessment of cont the sampling metode quantum teaching learning outcome distribution of x and tutorial discussion complete the the central limit lecture case study teaching program theorem on schedule able to manage f ppkr syllabus rencana pembelajaran semester kode mata kuliah pg session targeted competency topic sub topic form of instruction duration material reference assessment indicator sesi kemampuan materi pembelajaran bentuk pembelajaran sumber pembelajaran indikator penilaian teaching and learning interaction final examination f ppkr,"the science of statistic type of statistical application fundamental element of statistic type of data collecting data statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore cooperative learning problem based learning introduction textbook note introduction stem and leaf plot dotplot statistik
quiz slide note descriptive statistic measure of distribution topic method for describing set of data specific subtopics describing qualitative data graphical method for describing quantitative data statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer interaktive
early data analysis note descriptive statistic summary statistic topic method for describing set of data cont specific subtopics numerical measure of central tendency numerical measure of variability statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and interaktif
interpreting the strandard deviation numerical measure of relative standing method for detecting outlier graphing bivariate relationship distorting the thruth with descriptive technique statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion descriptive data continued note slide demo on using rcolab for reading data from googlesheet
probability textbook note counting probability conditional probability topic probability specific subtopics event sample space and probability union and intersection complementary event statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion
the additive rule and mutually exclusive event conditional probability the multiplicative rule and independent event statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion conditional probability textbook note permutation combination conditional probability bayes theorem contingency table exercise
random sampling some country rule bayes rule statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion discrete random variable openstax ch rv expected value and standard deviation pdf cdf binomial distribution
two type of random variable probability distribbutions for discrete random variablesx expected value of discrete random variable statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion review midtest material and discussion slide note textbook review midtest material and discussion
event sample space and probability union and intersection complementary event statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion poisson distribution textbook note queueing process poisson distribution
central limit theorem slide note textbook clt for sample mean average clt for sum using the clt statistik topic discrete random variable cont and continuous random variable specific subtopics the hypergeometric random variable conyinuos probability distribution the uniform distribution statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion
the hypergeometric random variable conyinuos probability distribution the uniform distribution statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion continuous random variable textbook introduction to continuous random variable uniform distribution exponential distribution
exponential normal clt note textbook exponential distribution normal distribution clt sampling distribution specific subtopics the concept of sampling distribution statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion
confidence interval textbook statistic openstax ch single sample population using normal distribution single sample population using student tdistribution sample proportion topic sampling distribution specific subtopics the concept of sampling distribution statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion
property of sampling distribution unbiasedness and minimum variance the sampling distribution of x and the central limit theorem statistic eleventh edition james t mc clave and terry sincich prentice g hall upper saddle river new jersey statistic principle and method sixth edition richard a johnson and gouri k bhattacharryya john wiley son inc singapore lecturer and discussion hypothesis testing slide notebook openstax textbook hypotesis testing based on a single sample inference based on two sample grand total",0.44912905,Not Aligned
