kategori,kode_cpl,kkni_level,kkni_no,text_clean,cleaned_text,embedding,predicted_skill_category,hard_probability_,soft_probability_
cpl,CPL-TIF-01,6,4,memiliki kepribadian yang beriman dan bertaqwa kepada tuhan yme berbudi pekerti luhur mempunyai tanggung jawab kemasyarakatan dan kebangsaan menjunjung tinggi norma dan etika yang berlaku di masyarakat serta mempunyai jiwa kewirausahaan yang kuat b,memiliki kepribadian beriman bertaqwa tuhan yme berbudi pekerti luhur tanggung kemasyarakatan kebangsaan menjunjung norma etika berlaku masyarakat jiwa kewirausahaan kuat b,"[ 2.01602429e-01  3.24841768e-01 -3.13751727e-01 -1.17736921e-01
 -1.57702297e-01  5.07615991e-02  8.48836005e-02 -5.84705099e-02
 -6.43419847e-02  2.10268721e-01  9.33065116e-02 -1.90396577e-01
  1.17855542e-03 -1.85153574e-01  3.49378705e-01  2.27918759e-01
 -1.79119036e-01 -1.66793153e-01  9.01033272e-05  7.55488202e-02
 -1.97474882e-01  1.97632108e-02 -8.04867446e-02 -1.98576927e-01
 -2.23224610e-01 -9.26986411e-02  1.21362686e-01 -2.50011176e-01
  1.94428816e-01  1.36926286e-02  1.84633836e-01 -1.55650586e-01
  1.80279821e-01  2.51882911e-01 -2.27779880e-01  4.67747837e-01
  8.66341814e-02  5.45412973e-02  1.57752156e-01  1.16721272e-01
 -1.27103953e-02  7.00660422e-02  6.98071569e-02 -9.93041098e-02
 -6.35829121e-02 -1.74031910e-02  1.39659330e-01  1.81161284e-01
 -1.18602209e-01 -2.50046462e-01 -7.95706064e-02 -1.14654392e-01
 -2.31844410e-01 -1.18464911e-02  8.26828405e-02  1.91033497e-01
  1.00556545e-01  1.05156407e-01 -1.06529541e-01 -1.11719780e-01
  7.38322809e-02 -1.46047533e-01 -1.98386356e-01  3.51101309e-02
  2.16007203e-01 -2.90843286e-02  4.81403805e-03  3.69575843e-02
 -2.82393903e-01 -1.46598518e-01  4.58968014e-01 -1.46951601e-01
  1.06323734e-01  9.77823436e-02 -7.77468309e-02 -2.35766545e-01
 -1.65394600e-02 -2.16400355e-01 -1.99922383e-01  1.18964262e-01
  1.22698538e-01  2.92676538e-01  1.34533659e-01  2.05331519e-01
 -9.75889713e-02  7.15552866e-02 -1.02592960e-01 -9.73246470e-02
  1.80364475e-01  6.45338297e-02  1.28793597e-01  2.65764177e-01
  2.40546726e-02 -1.44662201e-01  3.17432344e-01  1.08837895e-02
  5.10656424e-02 -1.41310722e-01 -1.97128370e-01 -1.87923852e-02
 -2.38604635e-01  2.44239941e-01  3.45914327e-02 -2.19733119e-01
  1.94569170e-01  1.69534758e-01 -2.58473575e-01 -7.89153948e-02
  7.96643794e-02  5.00264466e-02 -1.10338973e-02 -1.98106632e-01
 -2.07493737e-01 -1.86978132e-01  1.46502748e-01  2.32566800e-02
 -2.73277611e-01  3.74930240e-02 -7.42503926e-02 -2.26575851e-01
  2.88808018e-01 -3.18788998e-02  1.63562298e-01  8.36819410e-02
  3.48551214e-01  8.51233527e-02 -8.79197475e-03  2.50608236e-01
 -2.61731118e-01  1.29174426e-01  3.32500488e-02  4.52292711e-02
  4.26167324e-02  8.18216950e-02  1.29784599e-01  7.75670931e-02
 -2.13613119e-02 -1.11081101e-01  1.85231026e-03  5.55345491e-02
  9.15104598e-02  1.47644699e-01  1.30131301e-02  1.17577463e-01
 -9.09609022e-04 -2.07621157e-01  8.59082863e-02 -2.02744175e-02
  1.11006781e-01 -7.69165754e-02 -7.09702075e-02 -7.97164962e-02
 -7.38080740e-02 -2.92447925e-01  2.36547053e-01  2.08835557e-01
  1.57175928e-01  1.36871338e-01  1.20346636e-01  2.24210490e-02
  1.91242192e-02 -1.74430851e-03  3.41743603e-02  1.21397853e-01
 -3.32551114e-02 -1.07255772e-01  4.53824829e-03 -1.41604275e-01
 -1.71966270e-01  4.62826565e-02  2.84016281e-01 -7.98862875e-02
 -1.98677853e-01  1.28337681e-01  2.32481603e-02 -3.26514691e-01
 -1.79104790e-01  2.86184400e-01 -3.37425396e-02 -7.52006248e-02
  2.30328798e-01 -1.73064932e-01 -1.27512246e-01 -5.98275736e-02
 -2.85551697e-01  3.26352835e-01 -2.78716832e-01  1.01123624e-01
 -5.46659827e-02 -1.11169338e-01 -2.08231434e-01  2.56464630e-01
 -9.05195475e-02 -1.93689719e-01  1.37030497e-01 -2.24281311e-01
  1.93294272e-01  1.34605095e-02  2.16823339e-01  2.66826868e-01
 -4.12568957e-01 -4.36740108e-02  4.37348597e-02 -5.77657744e-02
  3.78827415e-02 -3.49185541e-02  1.27886906e-01  1.41691655e-01
 -7.65744746e-02  1.95138589e-01  2.36182120e-02  3.18367153e-01
  6.27261028e-02  6.50057793e-02  2.25111842e-01 -1.40428795e-02
  1.41394913e-01  8.81392285e-02  6.87550679e-02 -1.44949211e-02
  9.16945264e-02 -8.61108489e-03 -4.06105727e-01 -2.25988358e-01
 -9.69461650e-02 -1.29429683e-01 -5.02225608e-02  1.61684081e-01
  1.29115954e-01 -1.14667773e-01 -2.50425190e-01 -1.25778377e-01
 -9.00958478e-02 -1.67813644e-01 -3.07042953e-02 -1.26923949e-01
  4.67172205e-01  1.98355123e-01 -1.87213764e-01 -3.24427933e-01
 -3.90619859e-02 -1.51417866e-01 -2.39012316e-02 -6.61664680e-02
  1.32607430e-01  2.25212470e-01  4.28721793e-02  5.01482980e-04
 -1.18711926e-01  1.01654053e-01 -2.29564384e-01 -2.16491774e-01
  1.17308654e-01 -1.94872648e-01  1.26754150e-01  2.68232524e-01
 -4.48790669e-01 -1.61129296e-01 -2.55480334e-02  9.21160728e-02
 -1.61492079e-01 -2.40066554e-02 -7.73280039e-02  1.51719183e-01
  7.01935217e-02  6.33524358e-02 -2.72856792e-03  8.17120746e-02
  1.29037648e-01  1.11693278e-01  9.65931937e-02  1.51322395e-01
  2.72172928e-01 -8.19908604e-02 -8.04957971e-02  7.42080286e-02
  1.01489566e-01 -2.16044217e-01  8.75169486e-02  1.42894670e-01
 -7.00485986e-03 -6.18237518e-02  4.60588410e-02 -2.09195271e-01
  7.20701069e-02 -5.58149740e-02  2.54481643e-01  4.07298028e-01
 -1.11544490e-01  6.12613000e-02  7.31138559e-03  2.56704271e-01
 -3.57921273e-02  6.37922958e-02  3.41373235e-02 -2.97842503e-01
 -1.71139270e-01  6.55841269e-03 -1.13152549e-01 -3.33221704e-02
 -2.93738442e-03 -1.40739024e-01  1.41427442e-01  1.12109268e-02
  2.01529801e-01 -3.90558876e-02  1.57896578e-02 -1.05849206e-01
 -2.15701267e-01 -2.07054749e-01  1.82140842e-02 -2.86397249e-01
  8.62966776e-02  3.94757427e-02 -2.16126561e-01  4.58295569e-02
 -1.64523214e-01 -8.59005377e-02  1.43782184e-01 -1.49966881e-01
 -7.29109719e-02 -9.78529081e-02 -1.17660128e-01  1.05072141e-01
  4.51975055e-02  4.21382450e-02  1.50759354e-01 -4.07371879e-01
 -7.16854334e-02  3.84497233e-02 -2.53356576e-01  2.52425820e-01
 -1.78128093e-01  1.92962978e-02  1.36246741e-01 -2.11738214e-01
 -1.08611606e-01 -1.41949474e-03 -2.01220751e-01 -4.08364870e-02
  2.43051201e-01 -5.13559617e-02 -1.20285101e-01 -1.46273538e-01
 -8.49281475e-02  1.11420587e-01 -2.74157882e-01 -1.57306880e-01
 -1.80028453e-01  2.66585976e-01  6.70208186e-02  1.25127047e-01
 -2.01443672e-01 -2.85937369e-01  3.82882543e-02 -1.22022003e-01
 -1.87645957e-01  1.02227069e-01  5.08120917e-02 -8.10439438e-02
  3.14108580e-01  2.13063031e-01  3.19792151e-01  3.57457191e-01
 -1.80899665e-01 -2.33545378e-01  1.45523041e-01  2.25683749e-01
  1.70708075e-01 -2.83569936e-02  2.07203794e-02  4.94341925e-02
  2.44493574e-01 -1.72322243e-01 -1.97992817e-01  2.40999740e-03
  2.66754311e-02  7.91828558e-02 -3.08492184e-01 -5.39174303e-02
  2.34653130e-01 -2.89132129e-02  8.48582983e-02  1.75228059e-01]",Soft,0.3719815017420811,0.6280184982579188
cpl,CPL-TIF-02,6,1,mampu bersaing di pasar global dengan pengetahuan dan kemampuan yang memadai terkait penerapan teknik informatikateknologi informasi dalam organisasi c,bersaing pasar global pengetahuan kemampuan memadai terkait penerapan teknik informatikateknologi informasi organisasi c,"[ 0.02939011 -0.1102278  -0.07882076 -0.20883195 -0.27359882 -0.05229166
 -0.19741851  0.33391127 -0.17636147  0.08008898 -0.14632133  0.02133363
  0.09690497 -0.10678039  0.1624757  -0.04074674 -0.01552778 -0.24973841
 -0.14165492 -0.264149   -0.19378693 -0.17119476 -0.06986672 -0.12513115
 -0.18765534  0.00341488 -0.13936679 -0.09223413  0.14476618 -0.1241817
  0.08000698  0.00982219  0.42391396  0.24216276 -0.24837112  0.05805637
 -0.162387    0.06976615 -0.01151156  0.03809484 -0.06512743 -0.01692417
  0.15043001  0.18508364  0.01041223  0.16333888 -0.17092478  0.3114147
 -0.4732376   0.06627109 -0.28081587 -0.21896493 -0.05722969 -0.11007984
  0.08403583  0.12988746 -0.11088533  0.1189805  -0.0906042  -0.18074544
  0.30246723  0.07095616 -0.1715797   0.07892501  0.18303959  0.05040282
  0.21238431  0.43713516 -0.26008317 -0.19551127  0.04401892 -0.13891299
 -0.371775    0.19535017 -0.2211253   0.20420393  0.07508007 -0.08573121
  0.39373973  0.14997694  0.35154888  0.35946798  0.08170901  0.08217172
  0.11823082 -0.04874492  0.17724864 -0.20105135  0.15195887 -0.30113575
  0.12319688  0.05613308 -0.00177838 -0.01718349  0.09426272 -0.08136054
  0.09921412 -0.15588608 -0.10381112  0.3455079  -0.11861046  0.07091802
 -0.14283104 -0.44177395  0.11619886 -0.02868247  0.10180368  0.09057871
 -0.01212359 -0.01449252 -0.0997532   0.16797403 -0.36051854 -0.1721753
  0.07905872  0.08795649 -0.05063536  0.22173825  0.14760163  0.14540766
  0.10420886 -0.16212502  0.16773678 -0.05113503  0.15983862  0.14966832
 -0.03483006  0.05618386 -0.21921994 -0.22953904  0.40786695 -0.1012796
 -0.42371464  0.19638151 -0.00133363 -0.00848782  0.05911279 -0.14419112
 -0.23200652  0.29187763  0.05840865  0.06681346  0.431422    0.02367948
  0.12652805  0.26354975  0.20627327 -0.15238786  0.39315462 -0.3223978
  0.05615267 -0.10809978  0.10100375  0.04595548  0.02524363 -0.10810107
  0.19009861 -0.13086125 -0.01708952  0.08052009 -0.02667136  0.02444205
  0.06278567 -0.0207366  -0.29977447 -0.164717    0.00692834 -0.2591245
 -0.06572768  0.11664706  0.10608956 -0.12317813  0.12223978 -0.1398401
  0.15911138 -0.18414323 -0.05847099  0.13531286  0.32952586 -0.23890992
  0.24098691 -0.06665358  0.40540951  0.05206074  0.08419564 -0.08782524
  0.06640761  0.11220743 -0.18511412  0.06736724 -0.0842649   0.26353046
  0.1960845   0.03515938  0.22964117 -0.28292876  0.27707937  0.00855549
  0.13285196 -0.09250448 -0.13146132  0.10033417 -0.562457   -0.06362841
 -0.09354732  0.09108323  0.2643979   0.10925825 -0.15161441  0.1750404
  0.03783681  0.17293075 -0.34835863 -0.19682959  0.11881846 -0.04005871
 -0.10718045  0.20312732  0.03899447  0.05198452 -0.11904664  0.0440548
  0.00759551 -0.0880339  -0.37778753  0.05127737 -0.11423042  0.22505876
  0.12040833  0.16352381 -0.1702835  -0.31010002  0.03935837  0.14724343
  0.03655719 -0.1217012   0.12277719  0.03510904 -0.15861216 -0.01215425
  0.17049865 -0.08432207 -0.03697847  0.1532986   0.08286037 -0.2752779
 -0.35863853 -0.15377791 -0.02250798  0.12735814 -0.2823709  -0.4313808
  0.05850741 -0.06144561  0.07991314 -0.15386702 -0.15406859  0.24551475
 -0.01369014  0.12247418  0.19946463 -0.27831998 -0.17230578  0.219851
  0.06828402  0.12081019 -0.08177124  0.05278739 -0.12826191  0.00664726
 -0.2990005   0.12026321  0.11198378 -0.16638386  0.30697903 -0.04941512
  0.16333337 -0.31451595 -0.11856601  0.36677536 -0.08490358 -0.00749211
 -0.2606208   0.04591643  0.13233778 -0.14296305  0.32303882  0.21253751
 -0.14799286  0.13739093  0.49152857  0.10230947 -0.12566637 -0.12044466
  0.23330943 -0.18188435 -0.18154442 -0.19574325 -0.28262687  0.17907561
 -0.05935682  0.09415795 -0.06411331  0.10260272  0.00454787  0.09688978
  0.1159824   0.03771656  0.02803099  0.21746571  0.12372896 -0.24647109
  0.04364489  0.00821992 -0.32091087 -0.16524726 -0.05091604  0.03042387
 -0.02807846 -0.07678466 -0.21571681 -0.09827314  0.16337687  0.02250704
  0.0296253   0.06774512 -0.23518907  0.10330565  0.07297617  0.13368563
 -0.1418082  -0.08008035 -0.22634655 -0.15854743  0.23063017  0.00473947
 -0.08544434  0.20757304  0.08334538 -0.1285183   0.40212446  0.16782989
 -0.1089573   0.06129496 -0.06694421  0.10106836  0.10772772  0.35621858
 -0.0275307   0.25367475  0.05066748 -0.16922866 -0.00065078 -0.12664202
  0.0489767   0.02853694 -0.15553045 -0.04768351 -0.12893544 -0.11203119
  0.03324762  0.25731277  0.06636886  0.20556946  0.18028851 -0.05205893
 -0.06312062 -0.12589867  0.06869902 -0.1566943  -0.21284129 -0.12819594
  0.03829179  0.06653491  0.0773671   0.14294145  0.03387004 -0.09581105
 -0.03847906  0.1056547  -0.23661947 -0.2905929  -0.03253114  0.14262682]",Hard,0.888382298416281,0.11161770158371902
cpl,CPL-TIF-03,6,2,memiliki pengetahuan yang memadai terkait dengan cara membangun teknik informatika berdasarkan metodologi yang teruji dan diterapkan secara internasional d,memiliki pengetahuan memadai terkait membangun teknik informatika berdasarkan metodologi teruji diterapkan internasional,"[-6.86127320e-02 -6.09853491e-02 -1.38922691e-01 -3.16925406e-01
 -1.96053207e-01 -6.53710291e-02 -1.60408661e-01  2.63012141e-01
 -1.56297192e-01  1.24335408e-01 -2.26513878e-01  1.56119004e-01
  1.11603275e-01  1.34074494e-01 -1.97636470e-01 -8.38851854e-02
 -7.56386295e-02 -1.66008919e-01  9.12124068e-02 -2.91095287e-01
 -4.27947933e-04 -4.29011509e-02 -3.83644886e-02 -4.30545472e-02
 -2.14306846e-01  2.67604858e-01  1.36994511e-01 -1.58670679e-01
  3.08817774e-01 -1.48849458e-01  1.54520974e-01  2.21050996e-02
  2.01823249e-01  6.04371279e-02 -4.48448241e-01  1.63062856e-01
 -1.62916496e-01  2.01555826e-02 -1.01577993e-02 -1.24673113e-01
 -6.38864748e-03 -7.06876814e-02  3.68312299e-01  3.47106829e-02
  8.61921534e-02  4.60737124e-02 -4.15738039e-02  1.76464796e-01
 -2.48350516e-01 -7.53914788e-02 -3.29061329e-01 -3.10717940e-01
 -1.06428459e-03 -8.05983245e-02  2.01333985e-01  1.01166129e-01
  1.14756264e-01 -3.67802638e-03 -1.82226285e-01 -4.59313951e-02
  1.87715247e-01 -1.04360811e-01 -2.76468508e-02  3.11289150e-02
  1.66259915e-01  2.33489737e-01  2.50874639e-01  2.31371701e-01
 -1.06785282e-01 -1.62877794e-02 -1.27547175e-01 -7.33249560e-02
  9.20109637e-03  1.27419516e-01 -9.76879373e-02  1.33413583e-01
  7.50206932e-02 -4.66870181e-02  2.33796790e-01  2.14997053e-01
  4.26038414e-01  3.51450562e-01  1.90915972e-01  1.72147140e-01
  2.02995643e-01  9.28617194e-02 -4.42782231e-02 -9.86131355e-02
  7.74844661e-02 -3.67614657e-01  9.60465446e-02  4.64225328e-03
 -1.95335612e-01 -2.71985251e-02  1.87516898e-01  1.02702975e-01
  1.37076989e-01 -2.45799571e-01 -2.81974763e-01  9.83264744e-02
 -1.74355507e-01 -3.35093364e-02 -2.85958141e-01 -4.35488611e-01
  7.96667952e-03  1.02365561e-01 -4.26128171e-02  6.48948327e-02
 -5.73348179e-02 -7.50031397e-02 -1.40374392e-01  3.09183579e-02
 -1.16451196e-01 -7.15135857e-02  1.38296634e-01  1.32198319e-01
  1.00463532e-01  7.77589008e-02  1.85135022e-01  3.76017578e-02
  1.01127274e-01 -1.67755589e-01  2.57934600e-01 -4.57523353e-02
  3.07550281e-01 -1.03275077e-02  2.94140261e-02 -1.15717128e-01
 -2.26921603e-01 -3.20558883e-02  3.97383004e-01  6.79525435e-02
 -3.09833825e-01  1.40327260e-01  5.31122833e-02 -5.27715869e-02
  4.61985096e-02 -2.34109357e-01 -1.91725880e-01  2.96491176e-01
  1.03970908e-01  1.58055946e-01  3.59876245e-01  6.96358606e-02
  2.74241984e-01  1.74967512e-01  8.03469196e-02 -9.38236490e-02
  4.08439547e-01 -3.54588449e-01  3.35952967e-01 -1.50081858e-01
  3.07503045e-01 -5.85174300e-02  2.19513595e-01 -4.75611128e-02
  1.24867000e-01 -1.92399606e-01  1.93664152e-02 -7.90210627e-03
 -2.38055646e-01 -8.23280716e-04 -3.11293025e-02 -2.97254547e-02
 -4.27536577e-01 -1.93799600e-01  1.17726259e-01 -1.60959721e-01
  9.68158394e-02  1.42831415e-01  8.61659497e-02 -1.23329528e-01
  1.08712278e-01  6.56265989e-02 -2.17742607e-01 -1.40049592e-01
  9.63050500e-03  2.01727927e-01  5.53760380e-02 -2.07827508e-01
  2.02611700e-01 -1.35269612e-01  2.52608567e-01  1.23540074e-01
 -5.90157546e-02  1.87897548e-01  5.82311377e-02  1.99122429e-01
 -4.55523990e-02  6.70842454e-02 -2.33549908e-01  2.88520843e-01
  2.58333862e-01 -4.90169972e-02  1.04650311e-01 -2.36057445e-01
  2.52875447e-01  1.18876593e-02 -2.89393235e-02 -4.39758487e-02
 -7.88057894e-02  2.91223228e-01 -6.10804677e-01 -3.50241014e-03
 -1.50957808e-01  3.97025384e-02  2.50413448e-01  1.68715522e-01
 -2.15754315e-01  2.51188546e-01  9.71004143e-02  8.91488418e-02
 -1.31102830e-01 -1.81079388e-01 -1.21396996e-01  4.95683961e-02
 -1.99957401e-03 -2.54239086e-02 -1.22496821e-02  7.39668589e-03
 -2.51911357e-02 -5.22706062e-02 -4.42212783e-02 -8.21751654e-02
 -3.35532695e-01 -1.26046672e-01  3.16815963e-03  2.31168479e-01
  1.99313149e-01 -3.37475305e-03 -3.09173971e-01 -3.25615913e-01
  9.47962776e-02  6.05323389e-02  1.01469390e-01 -2.37414435e-01
  1.76449925e-01 -2.19916366e-02 -9.39404145e-02  1.04823813e-01
  5.01724966e-02 -2.95564651e-01  6.84940144e-02  1.28767058e-01
  3.16366665e-02  6.00699196e-03 -1.20461203e-01 -3.25101793e-01
 -1.49547964e-01  7.37481117e-02 -2.31213421e-01 -3.05441260e-01
 -1.41853049e-01 -1.67024821e-01  1.45021379e-01 -1.07021138e-01
 -2.61535078e-01  3.45979594e-02 -2.09023744e-01  3.81883830e-01
  2.94615209e-01 -1.73262358e-01 -4.17973995e-02  1.58287227e-01
  3.03291883e-02  1.87611178e-01 -2.86316276e-01 -2.14500725e-01
 -8.29270259e-02 -5.81419580e-02 -3.03681195e-01  1.24505959e-01
 -5.36144190e-02 -3.11000384e-02  3.04614276e-01 -6.55070879e-03
  1.28025636e-01 -2.81950146e-01  8.97816569e-02  1.60628125e-01
  1.23951519e-02  1.55761346e-01 -8.08521211e-02 -2.77821943e-02
 -5.37344180e-02 -2.77290910e-01  2.51639813e-01  1.03683338e-01
 -1.18879437e-01  1.41034415e-02  2.61550993e-01  2.35992029e-01
 -1.43245950e-01 -6.87505975e-02  3.76448222e-02 -4.56115939e-02
 -1.45922735e-01  1.22406706e-01 -2.00422019e-01  1.40288875e-01
 -1.02434997e-02 -1.52203990e-02 -1.70477822e-01  1.08453922e-01
  1.61020868e-02 -4.31998745e-02  1.06816195e-01  3.25932242e-02
  6.22019768e-02  2.14191526e-01 -1.21980300e-02 -2.22218469e-01
  1.06727257e-01 -4.91462648e-03 -2.46421307e-01 -1.69661552e-01
 -2.35590965e-01 -1.01525985e-01  6.19819351e-02  2.61451211e-02
 -2.52483249e-01 -5.66122867e-02  2.21618675e-02 -9.61312372e-03
 -1.96111023e-01  1.68559015e-01 -1.73294961e-01  1.37844846e-01
 -7.42970034e-02 -9.12368745e-02 -7.74985403e-02  3.86860222e-02
  2.80583967e-02  1.92051772e-02  1.85572967e-01  3.00560463e-02
 -2.44012475e-02  3.88647825e-01  6.10502250e-03 -8.62249210e-02
  4.12635922e-01 -7.78061450e-02 -9.86131504e-02 -4.71527092e-02
  3.86290960e-02  4.98616844e-02  1.65959194e-01  2.73827285e-01
 -1.94698825e-01  1.21671610e-01 -2.64865845e-01 -1.75330848e-01
  7.01550096e-02 -2.19993427e-01  2.82719076e-01 -1.28702372e-01
 -1.75969806e-02 -6.15487546e-02 -1.16718989e-02  5.79691716e-02
 -3.99939623e-03  2.13408470e-01 -2.31132470e-02 -9.07222256e-02
  1.28103584e-01 -3.15360762e-02 -2.01215018e-02 -1.29835054e-01
 -4.68328148e-02  3.92893404e-02 -1.31278902e-01  4.15613726e-02
 -9.53933969e-03  8.52205604e-02  1.10144146e-01  3.43913168e-01
  1.21343948e-01 -2.57273644e-01  8.35966039e-03  2.42016613e-01
 -1.73946381e-01  6.57733390e-03  1.24230973e-01  4.61512022e-02]",Hard,0.9023897396719446,0.09761026032805573
