Competency,Graduation,Work,Gap
communication,4.142857142857143,4.428571428571429,0.2857142857142856
domain_knowledge,4.142857142857143,4.0,-0.14285714285714324
english_language,4.285714285714286,4.285714285714286,0.0
ethics,4.142857142857143,4.142857142857143,0.0
it_skill,4.857142857142857,4.714285714285714,-0.14285714285714235
self_development,4.428571428571429,4.285714285714286,-0.14285714285714324
teamwork,4.571428571428571,4.714285714285714,0.14285714285714324
