code,definisi,kualifikasi,lingkup_bidang_pekerjaan,profil,tanggung_jawab,wewenang,persyaratan,tugas_utama,tugas_khusus,title,occupation_text
TIK.ITG0901,Orang yang bertanggung jawab untuk memimpin dan mengelola teknologi informasi (TI) organisasi dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa TI dapat mendukung strategi bisnis organisasi.,Level 9,"['Mengembangkan dan mengimplementasikan strategi teknologi informasi', 'Mengelola dan mengoptimalkan aset TI']","['Berintegritas', 'Analitis', 'Mengatasi masalah (problem-solving)', 'Merencanakan dan mengorganisasi pekerjaan', 'Memimpin tim', 'Bertanggung jawab', 'Mampu mengarahkan dan mempunyai visi', 'Memberi motivasi', 'Memimpin perubahan']","['Mengembangkan dan menerapkan program kepatuhan TIK perusahaan', 'Melakukan pemantauan dan evaluasi kepatuhan perusahaan', 'Memberikan saran dan nasihat kepada manajemen tentang kepatuhan TIK', 'Menyelesaikan masalah kepatuhan TIK', 'Meningkatkan kesadaran kepatuhan TIK di seluruh perusahaan']","['Mengembangkan dan mengimplementasikan kebijakan dan prosedur kepatuhan', 'Melakukan pemantauan dan evaluasi kepatuhan', 'Berkonsultasi dengan pihak-pihak terkait']","['Memiliki sertifikasi kompetensi terkait setara KKNI Level 8 (1 level di bawah level okupasi); atau', 'Pendidikan S3 bidang hukum, bisnis, atau teknologi informasi;', 'Pengalaman kerja yang relevan di bidang kepatuhan TIK;', 'Pengetahuan yang mendalam tentang hukum, peraturan, dan kebijakan yang berkaitan dengan teknologi informasi;', 'Kemampuan untuk berpikir strategis dan analitis;', 'Kemampuan untuk berkomunikasi secara efektif.']","['Manage Innovation and Continuous Improvement (Mengelola Inovasi dan Peningkatan Berkelanjutan)', 'Develop a Knowledge Management Strategy (Mengembangkan Strategi Manajemen Pengetahuan)', 'Implement a Knowledge Management Strategy', 'Lead the Evaluation and Implementation of Current Industry-Specific Technologies', 'Design and Implement a Security System', 'Manage Security, Privacy and Compliance of Cloud Service Deployment', 'Manage and Control IT Project Risks', 'Conduct Knowledge Audits', 'Manage Assessment and Validation of IT Solutions', 'Implement Change-Management Processes', 'Integrate Sustainability in ICT Planning and Design Projects', 'Establish a Business Case for Sustainability and Competitive Advantage in ICT Projects', 'Produce Technical Solutions from Business Specifications', 'Produce an ICT Network Architecture Design', 'Mengorganisasi dan Mengatur Proyek Perencanaan Jaringan Terpadu', 'Mengesahkan dan Menerapkan Layanan kepada Pengguna']",[],PEMIMPIN INFORMASI (CHIEF INFORMATION OFFICER),"Orang yang bertanggung jawab untuk memimpin dan mengelola teknologi informasi (TI) organisasi dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa TI dapat mendukung strategi bisnis organisasi. ['Mengembangkan dan mengimplementasikan strategi teknologi informasi', 'Mengelola dan mengoptimalkan aset TI'] ['Berintegritas', 'Analitis', 'Mengatasi masalah (problem-solving)', 'Merencanakan dan mengorganisasi pekerjaan', 'Memimpin tim', 'Bertanggung jawab', 'Mampu mengarahkan dan mempunyai visi', 'Memberi motivasi', 'Memimpin perubahan'] ['Mengembangkan dan menerapkan program kepatuhan TIK perusahaan', 'Melakukan pemantauan dan evaluasi kepatuhan perusahaan', 'Memberikan saran dan nasihat kepada manajemen tentang kepatuhan TIK', 'Menyelesaikan masalah kepatuhan TIK', 'Meningkatkan kesadaran kepatuhan TIK di seluruh perusahaan'] ['Mengembangkan dan mengimplementasikan kebijakan dan prosedur kepatuhan', 'Melakukan pemantauan dan evaluasi kepatuhan', 'Berkonsultasi dengan pihak-pihak terkait'] ['Memiliki sertifikasi kompetensi terkait setara KKNI Level 8 (1 level di bawah level okupasi); atau', 'Pendidikan S3 bidang hukum, bisnis, atau teknologi informasi;', 'Pengalaman kerja yang relevan di bidang kepatuhan TIK;', 'Pengetahuan yang mendalam tentang hukum, peraturan, dan kebijakan yang berkaitan dengan teknologi informasi;', 'Kemampuan untuk berpikir strategis dan analitis;', 'Kemampuan untuk berkomunikasi secara efektif.'] ['Manage Innovation and Continuous Improvement (Mengelola Inovasi dan Peningkatan Berkelanjutan)', 'Develop a Knowledge Management Strategy (Mengembangkan Strategi Manajemen Pengetahuan)', 'Implement a Knowledge Management Strategy', 'Lead the Evaluation and Implementation of Current Industry-Specific Technologies', 'Design and Implement a Security System', 'Manage Security, Privacy and Compliance of Cloud Service Deployment', 'Manage and Control IT Project Risks', 'Conduct Knowledge Audits', 'Manage Assessment and Validation of IT Solutions', 'Implement Change-Management Processes', 'Integrate Sustainability in ICT Planning and Design Projects', 'Establish a Business Case for Sustainability and Competitive Advantage in ICT Projects', 'Produce Technical Solutions from Business Specifications', 'Produce an ICT Network Architecture Design', 'Mengorganisasi dan Mengatur Proyek Perencanaan Jaringan Terpadu', 'Mengesahkan dan Menerapkan Layanan kepada Pengguna'] []"
TIK.ITG0902,"Orang yang bertanggung jawab untuk memastikan kepatuhan perusahaan terhadap semua peraturan dan undang-undang yang berlaku. Dalam bidang TIK, CCO bertanggung jawab untuk memastikan bahwa perusahaan mematuhi peraturan dan undang-undang yang berkaitan dengan teknologi informasi, seperti undang-undang perlindungan data, undang-undang keamanan siber, dan undang-undang perdagangan elektronik.",Level 9,"['Mengembangkan dan mengimplementasikan kebijakan dan prosedur kepatuhan', 'Meningkatkan kesadaran kepatuhan di perusahaan']","['Berintegritas', 'Mampu memimpin tim', 'Komunikatif', 'Teliti', 'Mampu berpikir kritis', 'Mampu mengatasi masalah']","['Memimpin dan mengelola tim TI', 'Mendefinisikan dan mengimplementasikan strategi TI', 'Mengembangkan dan menerapkan solusi TI', 'Mengelola infrastruktur TI']","['Mengakses dan menggunakan TI', 'Melakukan perubahan pada infrastruktur TI', 'Melakukan kolaborasi dengan berbagai pihak', 'Melakukan investasi pada teknologi TI']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 8 (1 level di bawah level okupasi);', 'Pengalaman minimal 5 tahun;', 'Memiliki pemahaman mendalam mengenai pengelolaan teknologi informasi.']","['Menentukan Metode Pemodelan Arsitektur Bisnis dan Business Building Block yang Diperlukan', 'Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis', 'Menyusun Roadmap Arsitektur Bisnis', 'Memfinalisasikan Arsitektur Bisnis', 'Mengelola Proyek Secara Terintegrasi (Project Integration Management)', 'Mengelola Risiko Proyek (Project Risk Management)', 'Mengelola Pengadaan-pengadaan Proyek (Project Procurement Management)', 'Mengelola Stakeholder Proyek (Project Stakeholder Management)']",[],PEMIMPIN KEPATUHAN (CHIEF COMPLIANCE OFFICER (CCO)),"Orang yang bertanggung jawab untuk memastikan kepatuhan perusahaan terhadap semua peraturan dan undang-undang yang berlaku. Dalam bidang TIK, CCO bertanggung jawab untuk memastikan bahwa perusahaan mematuhi peraturan dan undang-undang yang berkaitan dengan teknologi informasi, seperti undang-undang perlindungan data, undang-undang keamanan siber, dan undang-undang perdagangan elektronik. ['Mengembangkan dan mengimplementasikan kebijakan dan prosedur kepatuhan', 'Meningkatkan kesadaran kepatuhan di perusahaan'] ['Berintegritas', 'Mampu memimpin tim', 'Komunikatif', 'Teliti', 'Mampu berpikir kritis', 'Mampu mengatasi masalah'] ['Memimpin dan mengelola tim TI', 'Mendefinisikan dan mengimplementasikan strategi TI', 'Mengembangkan dan menerapkan solusi TI', 'Mengelola infrastruktur TI'] ['Mengakses dan menggunakan TI', 'Melakukan perubahan pada infrastruktur TI', 'Melakukan kolaborasi dengan berbagai pihak', 'Melakukan investasi pada teknologi TI'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 8 (1 level di bawah level okupasi);', 'Pengalaman minimal 5 tahun;', 'Memiliki pemahaman mendalam mengenai pengelolaan teknologi informasi.'] ['Menentukan Metode Pemodelan Arsitektur Bisnis dan Business Building Block yang Diperlukan', 'Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis', 'Menyusun Roadmap Arsitektur Bisnis', 'Memfinalisasikan Arsitektur Bisnis', 'Mengelola Proyek Secara Terintegrasi (Project Integration Management)', 'Mengelola Risiko Proyek (Project Risk Management)', 'Mengelola Pengadaan-pengadaan Proyek (Project Procurement Management)', 'Mengelola Stakeholder Proyek (Project Stakeholder Management)'] []"
TIK.ITG0801,"Orang yang bertanggung jawab untuk mengembangkan dan mengelola arsitektur perusahaan yang koheren dan mendukung tujuan bisnis. CEA bekerja sama dengan berbagai pemangku kepentingan di seluruh organisasi untuk memastikan bahwa arsitektur perusahaan selaras dengan strategi bisnis, persyaratan operasional, dan peraturan.",Level 8,"['Mengelola arsitektur yang mendukung tujuan bisnis', 'Melakukan pengembangan pada arsitektur perusahaan']","['Bertaqwa kepada Tuhan Yang Maha Esa', 'Memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya', 'Berperan sebagai warga negara yang bangga dan cinta tanah air serta mendukung perdamaian dunia', 'Mampu bekerja sama dan memiliki kepekaan sosial dan kepedulian yang tinggi terhadap masyarakat dan lingkungannya', 'Menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain', 'Menjunjung tinggi penegakan hukum serta memiliki semangat untuk mendahulukan kepentingan bangsa serta masyarakat luas']","['Mendefinisikan dan mengimplementasikan arsitektur perusahaan yang koheren dan mendukung tujuan bisnis', 'Memimpin dan mengelola tim arsitek perusahaan', 'Bekerja sama dengan pemangku kepentingan di seluruh organisasi untuk memastikan bahwa arsitektur perusahaan selaras dengan strategi bisnis, persyaratan operasional, dan peraturan', 'Mengelola perubahan arsitektur perusahaan', 'Melakukan penelitian dan pengembangan di bidang arsitektur perusahaan']","['Menetapkan visi dan strategi arsitektur perusahaan', 'Mengembangkan dan menerapkan arsitektur perusahaan', 'Mengawasi pelaksanaan arsitektur perusahaan', 'Mengelola sumber daya arsitektur perusahaan', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi);', 'Pengalaman minimal 5 tahun;', 'Memiliki pemahaman mendalam mengenai pengelolaan teknologi informasi.']","['Lead Innovative Thinking and Practice (Memimpin Pemikiran dan Praktik Inovatif)', 'Develop and Cultivate Collaborative Partnerships and Relationships', 'Conduct a Business Case Study for Integrating Sustainability in ICT Planning and Design Projects', 'Use ICT to Improve Sustainability Outcomes', 'Manage Improvements in ICT Sustainability', 'Lead Applied Research in ICT Sustainability']",[],KEPALA ARSITEKTUR PERUSAHAAN (LEAD ENTERPRISE ARCHITECTURE),"Orang yang bertanggung jawab untuk mengembangkan dan mengelola arsitektur perusahaan yang koheren dan mendukung tujuan bisnis. CEA bekerja sama dengan berbagai pemangku kepentingan di seluruh organisasi untuk memastikan bahwa arsitektur perusahaan selaras dengan strategi bisnis, persyaratan operasional, dan peraturan. ['Mengelola arsitektur yang mendukung tujuan bisnis', 'Melakukan pengembangan pada arsitektur perusahaan'] ['Bertaqwa kepada Tuhan Yang Maha Esa', 'Memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya', 'Berperan sebagai warga negara yang bangga dan cinta tanah air serta mendukung perdamaian dunia', 'Mampu bekerja sama dan memiliki kepekaan sosial dan kepedulian yang tinggi terhadap masyarakat dan lingkungannya', 'Menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain', 'Menjunjung tinggi penegakan hukum serta memiliki semangat untuk mendahulukan kepentingan bangsa serta masyarakat luas'] ['Mendefinisikan dan mengimplementasikan arsitektur perusahaan yang koheren dan mendukung tujuan bisnis', 'Memimpin dan mengelola tim arsitek perusahaan', 'Bekerja sama dengan pemangku kepentingan di seluruh organisasi untuk memastikan bahwa arsitektur perusahaan selaras dengan strategi bisnis, persyaratan operasional, dan peraturan', 'Mengelola perubahan arsitektur perusahaan', 'Melakukan penelitian dan pengembangan di bidang arsitektur perusahaan'] ['Menetapkan visi dan strategi arsitektur perusahaan', 'Mengembangkan dan menerapkan arsitektur perusahaan', 'Mengawasi pelaksanaan arsitektur perusahaan', 'Mengelola sumber daya arsitektur perusahaan', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi);', 'Pengalaman minimal 5 tahun;', 'Memiliki pemahaman mendalam mengenai pengelolaan teknologi informasi.'] ['Lead Innovative Thinking and Practice (Memimpin Pemikiran dan Praktik Inovatif)', 'Develop and Cultivate Collaborative Partnerships and Relationships', 'Conduct a Business Case Study for Integrating Sustainability in ICT Planning and Design Projects', 'Use ICT to Improve Sustainability Outcomes', 'Manage Improvements in ICT Sustainability', 'Lead Applied Research in ICT Sustainability'] []"
TIK.ITG0802,Orang yang memiliki pengalaman dan keahlian yang luas di bidang teknologi informasi. Mereka bertanggung jawab untuk memberikan saran dan nasihat teknis kepada manajemen dan tim IT di perusahaan atau organisasi.,Level 8,"['Perencanaan teknologi informasi (TI)', 'Implementasi teknologi informasi (TI)']","['Kemampuan untuk mengelola proyek dan tim', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan', 'Kemampuan untuk berpikir kritis dan memecahkan masalah', 'Kemampuan untuk beradaptasi dengan perubahan']","['Memberikan saran dan nasihat teknis kepada manajemen dan tim IT tentang strategi, perencanaan, dan penerapan teknologi informasi', 'Memimpin dan mengawasi proyek-proyek teknologi informasi yang kompleks.', 'Melakukan riset dan pengembangan teknologi baru', 'Memberikan pelatihan dan pengembangan kepada tim IT', 'Membangun hubungan dengan pemangku kepentingan internal dan eksternal']","['Mengembangkan dan mengimplementasikan strategi IT', 'Memberikan nasihat dan saran kepada manajemen tentang masalah IT', 'Memimpin dan mengelola tim IT', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan internal dan eksternal']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Pendidikan terakhir Sarjana atau Magister di bidang TI atau bidang terkait, seperti Bisnis, Manajemen, atau Keuangan;', 'Pengalaman: Minimal 10 tahun pengalaman kerja di bidang TI, dengan pengalaman Kepemimpinan dan Manajemen;', 'Keahlian teknis: Keahlian teknis yang luas dalam berbagai bidang TI, termasuk Infrastruktur TI, Keamanan TI, dan Manajemen Data;', 'Keahlian interpersonal: Kemampuan komunikasi dan interpersonal yang kuat, serta kemampuan untuk bekerja sama dengan berbagai pemangku kepentingan.']","['Direct ICT Services', 'Synchronise ICT Projects', 'Manage an Information Architecture Project', 'Develop a Business Intelligence Framework', 'Manage ICT Services', 'Manage Automated ICT System Applications Using Enterprise Wide Operating System', 'Manage Improvements in ICT Sustainability', 'Lead Applied Research in ICT Sustainability']",[],KEPALA PENASIHAT TI (LEAD IT ADVISOR),"Orang yang memiliki pengalaman dan keahlian yang luas di bidang teknologi informasi. Mereka bertanggung jawab untuk memberikan saran dan nasihat teknis kepada manajemen dan tim IT di perusahaan atau organisasi. ['Perencanaan teknologi informasi (TI)', 'Implementasi teknologi informasi (TI)'] ['Kemampuan untuk mengelola proyek dan tim', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan', 'Kemampuan untuk berpikir kritis dan memecahkan masalah', 'Kemampuan untuk beradaptasi dengan perubahan'] ['Memberikan saran dan nasihat teknis kepada manajemen dan tim IT tentang strategi, perencanaan, dan penerapan teknologi informasi', 'Memimpin dan mengawasi proyek-proyek teknologi informasi yang kompleks.', 'Melakukan riset dan pengembangan teknologi baru', 'Memberikan pelatihan dan pengembangan kepada tim IT', 'Membangun hubungan dengan pemangku kepentingan internal dan eksternal'] ['Mengembangkan dan mengimplementasikan strategi IT', 'Memberikan nasihat dan saran kepada manajemen tentang masalah IT', 'Memimpin dan mengelola tim IT', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan internal dan eksternal'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Pendidikan terakhir Sarjana atau Magister di bidang TI atau bidang terkait, seperti Bisnis, Manajemen, atau Keuangan;', 'Pengalaman: Minimal 10 tahun pengalaman kerja di bidang TI, dengan pengalaman Kepemimpinan dan Manajemen;', 'Keahlian teknis: Keahlian teknis yang luas dalam berbagai bidang TI, termasuk Infrastruktur TI, Keamanan TI, dan Manajemen Data;', 'Keahlian interpersonal: Kemampuan komunikasi dan interpersonal yang kuat, serta kemampuan untuk bekerja sama dengan berbagai pemangku kepentingan.'] ['Direct ICT Services', 'Synchronise ICT Projects', 'Manage an Information Architecture Project', 'Develop a Business Intelligence Framework', 'Manage ICT Services', 'Manage Automated ICT System Applications Using Enterprise Wide Operating System', 'Manage Improvements in ICT Sustainability', 'Lead Applied Research in ICT Sustainability'] []"
TIK.ITG0803,"Orang yang bertanggung jawab atas perencanaan, pengelolaan, dan pelaksanaan program Teknologi Informasi dan Komunikasi (TIK) dalam suatu organisasi. LPM bekerja sama dengan berbagai pihak, termasuk pemangku kepentingan internal dan eksternal, untuk memastikan program TIK berjalan sesuai dengan tujuan dan anggaran yang telah ditetapkan.",Level 8,"['Memimpin dan mengelola tim pengembangan dan implementasi program TI perusahaan', 'Memastikan bahwa program TI perusahaan sesuai dengan kebutuhan bisnis dan keamanan']","['Komunikatif', 'Senang dengan teknologi baru', 'Teamwork', 'Merencanakan dan mengorganisasi pekerjaan', 'Sadar biaya', 'Teliti']","['Merancang dan mengimplementasikan strategi program TIK', 'Mengelola tim program TIK', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan internal dan eksternal', 'Mengevaluasi dan melaporkan kemajuan program TIK', 'Menyelesaikan masalah dan tantangan program TIK']","['Merancang antarmuka pengguna yang sesuai dengan kebutuhan proyek tujuan bisnis', 'Mengembangkan kode program sesuai kebutuhan', 'Mengintegrasikan layanan pihak ketiga', 'Mengoptimalisasikan kinerja situs web']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Memegang gelar Magister di bidang TI, Manajemen Informatika, atau bidang terkait lainnya;', 'Memiliki pengalaman minimal 5 tahun di bidang Manajemen Proyek TI;', 'Memiliki pengalaman dalam bekerja dengan berbagai pemangku kepentingan di berbagai departemen dan tingkatan.']","['Menentukan Prioritas Proyek dan Menyesuaikan Kecepatan Pelaksanaan dengan Memaksimalkan Sumber Daya yang Ada', 'Mengelola Beberapa Proyek Terkait untuk Peningkatan Kinerja Organisasi']",[],KEPALA MANAJEMEN PROGRAM (LEAD PROGRAM MANAGEMENT),"Orang yang bertanggung jawab atas perencanaan, pengelolaan, dan pelaksanaan program Teknologi Informasi dan Komunikasi (TIK) dalam suatu organisasi. LPM bekerja sama dengan berbagai pihak, termasuk pemangku kepentingan internal dan eksternal, untuk memastikan program TIK berjalan sesuai dengan tujuan dan anggaran yang telah ditetapkan. ['Memimpin dan mengelola tim pengembangan dan implementasi program TI perusahaan', 'Memastikan bahwa program TI perusahaan sesuai dengan kebutuhan bisnis dan keamanan'] ['Komunikatif', 'Senang dengan teknologi baru', 'Teamwork', 'Merencanakan dan mengorganisasi pekerjaan', 'Sadar biaya', 'Teliti'] ['Merancang dan mengimplementasikan strategi program TIK', 'Mengelola tim program TIK', 'Mengembangkan dan memelihara hubungan dengan pemangku kepentingan internal dan eksternal', 'Mengevaluasi dan melaporkan kemajuan program TIK', 'Menyelesaikan masalah dan tantangan program TIK'] ['Merancang antarmuka pengguna yang sesuai dengan kebutuhan proyek tujuan bisnis', 'Mengembangkan kode program sesuai kebutuhan', 'Mengintegrasikan layanan pihak ketiga', 'Mengoptimalisasikan kinerja situs web'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Memegang gelar Magister di bidang TI, Manajemen Informatika, atau bidang terkait lainnya;', 'Memiliki pengalaman minimal 5 tahun di bidang Manajemen Proyek TI;', 'Memiliki pengalaman dalam bekerja dengan berbagai pemangku kepentingan di berbagai departemen dan tingkatan.'] ['Menentukan Prioritas Proyek dan Menyesuaikan Kecepatan Pelaksanaan dengan Memaksimalkan Sumber Daya yang Ada', 'Mengelola Beberapa Proyek Terkait untuk Peningkatan Kinerja Organisasi'] []"
TIK.ITG0804,"Orang yang bertanggung jawab atas pengelolaan portofolio proyek TI suatu organisasi. Peran ini mencakup berbagai tanggung jawab yang berkaitan dengan perencanaan, pengawasan, dan pengelolaan sejumlah proyek TI yang berbeda dalam satu portofolio.",Level 8,"['Memimpin dan mengelola tim pengembangan dan implementasi portofolio proyek TI perusahaan', 'Memastikan bahwa portofolio proyek TI perusahaan sesuai dengan strategi TI perusahaan dan kebutuhan bisnis']","['Komunikatif', 'Senang dengan teknologi baru', 'Teamwork', 'Merencanakan dan mengorganisasi pekerjaan', 'Sadar biaya', 'Teliti']","['Mengoptimalkan kinerja aplikasi dan perangkat lunak yang dikembangkan', 'Memelihara aplikasi yang ada, mencakup perbaikan bug, pembaruan perangkat lunak dan peningkatan fungsionalitas sesuai kebutuhan', 'Mengelola dan memelihara server unix, mengonfigurasi system dan memecahkan masalah system']","['Melakukan negosiasi dengan pemangku kepentingan internal dan eksternal', 'Mendelegasikan tugas kepada tim proyek TIK', 'Menganggarkan dan mengalokasikan sumber daya', 'Mengambil keputusan terkait portofolio proyek TIK']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Memegang gelar Magister Teknologi Informasi, Ilmu Komputer, atau bidang terkait lainnya;', 'Memiliki pengalaman minimal 5 tahun di bidang Manajemen Portofolio Proyek TI;', 'Memiliki pengalaman dalam bekerja dengan berbagai pemangku kepentingan di berbagai departemen dan tingkatan.']","['Mengawasi Perubahan dan Memperkirakan Resikonya', 'Mengelola Penyebaran Sumber Daya Organisasi', 'Mengestimasi Biaya dan Pengalokasiannya']",[],KEPALA PORTOFOLIO PROYEK TI (LEAD IT PROJECT PORTFOLIO),"Orang yang bertanggung jawab atas pengelolaan portofolio proyek TI suatu organisasi. Peran ini mencakup berbagai tanggung jawab yang berkaitan dengan perencanaan, pengawasan, dan pengelolaan sejumlah proyek TI yang berbeda dalam satu portofolio. ['Memimpin dan mengelola tim pengembangan dan implementasi portofolio proyek TI perusahaan', 'Memastikan bahwa portofolio proyek TI perusahaan sesuai dengan strategi TI perusahaan dan kebutuhan bisnis'] ['Komunikatif', 'Senang dengan teknologi baru', 'Teamwork', 'Merencanakan dan mengorganisasi pekerjaan', 'Sadar biaya', 'Teliti'] ['Mengoptimalkan kinerja aplikasi dan perangkat lunak yang dikembangkan', 'Memelihara aplikasi yang ada, mencakup perbaikan bug, pembaruan perangkat lunak dan peningkatan fungsionalitas sesuai kebutuhan', 'Mengelola dan memelihara server unix, mengonfigurasi system dan memecahkan masalah system'] ['Melakukan negosiasi dengan pemangku kepentingan internal dan eksternal', 'Mendelegasikan tugas kepada tim proyek TIK', 'Menganggarkan dan mengalokasikan sumber daya', 'Mengambil keputusan terkait portofolio proyek TIK'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Memegang gelar Magister Teknologi Informasi, Ilmu Komputer, atau bidang terkait lainnya;', 'Memiliki pengalaman minimal 5 tahun di bidang Manajemen Portofolio Proyek TI;', 'Memiliki pengalaman dalam bekerja dengan berbagai pemangku kepentingan di berbagai departemen dan tingkatan.'] ['Mengawasi Perubahan dan Memperkirakan Resikonya', 'Mengelola Penyebaran Sumber Daya Organisasi', 'Mengestimasi Biaya dan Pengalokasiannya'] []"
TIK.ITG0805,"Orang yang bertanggung jawab untuk memberikan nasihat dan saran teknis kepada manajemen dan karyawan di bidang teknologi informasi. Posisi ini membutuhkan pengetahuan dan pengalaman yang luas di bidang IT, serta kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan.",Level 8,"['Membantu merancang dan menerapkan solusi IT', 'Memberikan nasihat dan saran teknis kepada manajemen dan karyawan']","['Kemampuan untuk mengelola proyek dan tim', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan', 'Kemampuan untuk berpikir kritis dan memecahkan masalah', 'Kemampuan untuk beradaptasi dengan perubahan']","['Memberikan nasihat dan saran teknis kepada manajemen dan karyawan di bidang teknologi informasi', 'Membantu merancang dan menerapkan solusi IT yang memenuhi kebutuhan bisnis', 'Melakukan audit dan evaluasi sistem IT', 'Mengelola proyek IT', 'Memberikan pelatihan dan dukungan teknis kepada karyawan']","['Memberikan saran dan nasihat kepada manajemen perusahaan tentang strategi dan kebijakan IT', 'Mengembangkan dan mengelola rencana IT perusahaan', 'Memimpin tim IT perusahaan']","['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Gelar master di bidang Teknologi Informasi atau bidang terkait;', 'Minimal 5 tahun pengalaman kerja di bidang IT;', 'Pengetahuan yang luas tentang teknologi IT, termasuk jaringan, sistem operasi, database, dan perangkat lunak aplikasi;', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan;', 'Kemampuan untuk bekerja secara mandiri dan sebagai bagian dari tim.']","['Provide ICT Advice to Clients', 'Integrate Sustainability in ICT Planning and Design Projects', 'Establish a Business Case for Sustainability and Competitive Advantage in ICT Projects', 'Conduct a Business Case Study for Integrating Sustainability in ICT Planning and Design Projects', 'Manage Improvements in ICT Sustainability', 'Provide Consultancy and Technical Support in The Customer Premises Equipment Sector', 'Provide Expert Advice and Support on Complex Faults']",[],SPESIALIS PENASIHAT TI (SPECIALIST IT ADVISOR),"Orang yang bertanggung jawab untuk memberikan nasihat dan saran teknis kepada manajemen dan karyawan di bidang teknologi informasi. Posisi ini membutuhkan pengetahuan dan pengalaman yang luas di bidang IT, serta kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan. ['Membantu merancang dan menerapkan solusi IT', 'Memberikan nasihat dan saran teknis kepada manajemen dan karyawan'] ['Kemampuan untuk mengelola proyek dan tim', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan', 'Kemampuan untuk berpikir kritis dan memecahkan masalah', 'Kemampuan untuk beradaptasi dengan perubahan'] ['Memberikan nasihat dan saran teknis kepada manajemen dan karyawan di bidang teknologi informasi', 'Membantu merancang dan menerapkan solusi IT yang memenuhi kebutuhan bisnis', 'Melakukan audit dan evaluasi sistem IT', 'Mengelola proyek IT', 'Memberikan pelatihan dan dukungan teknis kepada karyawan'] ['Memberikan saran dan nasihat kepada manajemen perusahaan tentang strategi dan kebijakan IT', 'Mengembangkan dan mengelola rencana IT perusahaan', 'Memimpin tim IT perusahaan'] ['Memiliki sertifikasi okupasi terkait setara KKNI Level 7 (1 level di bawah level okupasi); atau', 'Gelar master di bidang Teknologi Informasi atau bidang terkait;', 'Minimal 5 tahun pengalaman kerja di bidang IT;', 'Pengetahuan yang luas tentang teknologi IT, termasuk jaringan, sistem operasi, database, dan perangkat lunak aplikasi;', 'Kemampuan untuk berkomunikasi secara efektif dengan berbagai pemangku kepentingan;', 'Kemampuan untuk bekerja secara mandiri dan sebagai bagian dari tim.'] ['Provide ICT Advice to Clients', 'Integrate Sustainability in ICT Planning and Design Projects', 'Establish a Business Case for Sustainability and Competitive Advantage in ICT Projects', 'Conduct a Business Case Study for Integrating Sustainability in ICT Planning and Design Projects', 'Manage Improvements in ICT Sustainability', 'Provide Consultancy and Technical Support in The Customer Premises Equipment Sector', 'Provide Expert Advice and Support on Complex Faults'] []"
