occupation_id,occupation_name,competency_unit
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),mengembangkan dan mendefinisikan strategi it untuk organisasi
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),mengembangkan dan mengimplementasikan solusi it untuk memenuhi kebutuhan bisnis
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),mengelola proyek it besar dan kompleks
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),memimpin dan melatih tim it
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),mengembangkan dan memelihara hubungan dengan klien
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),"memiliki kemampuan di bidang teknologi perangkat keras dan lunak, arsitektur ti, keamanan ti, manajemen proyek, komunikasi."
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),endorse business plan components for a new initiative
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),direct research and business response to new ict technology
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),direct the development of a knowledge management strategy for a business
TIK.ITG0806,KEPALA KONSULTAN TI (LEAD IT CONSULTANT),facilitate business analysis
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),"orang yang bertanggung jawab atas perencanaan, pengembangan, dan pelaksanaan sistem informasi dan keamanan di sebuah organisasi. mereka bekerja sama dengan berbagai pihak, termasuk manajer bisnis, teknisi, dan pengguna akhir, untuk memastikan bahwa sistem informasi memenuhi kebutuhan organisasi dan melindungi data dan infrastrukturnya."
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),pengelolaan infrastruktur ti
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),strategi ti
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),berintegritas
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),analitis
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),mengatasi masalah (problem-solving)
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),merencanakan dan mengorganisasi pekerjaan
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),memimpin tim
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),bertanggung jawab
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),mampu mengarahkan dan mempunyai visi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),memberi motivasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),memimpin perubahan
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),menetapkan strategi sistem informasi untuk organisasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),memimpin pengembangan dan pemeliharaan sistem informasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),mengelola tim teknis yang bertanggung jawab atas operasi sistem informasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),menangani keamanan sistem informasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),memantau kinerja sistem informasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),pengetahuan tentang berbagai teknologi sistem informasi
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),kemampuan kepemimpinan dan manajemen;
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),kemampuan untuk berpikir strategis dan memecahkan masalah.
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),develop and cultivate collaborative partnerships and relationships (mengembangkan dan membina kemitraan dan hubungan kolaboratif)
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),lead research into identifying new marketplace opportunities (memimpin penelitian dalam mengidentifikasi peluang pasar baru)
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),direct ict services
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),endorse business plan components for a new initiative
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),direct ict in a supply chain
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),direct ict procurement
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),direct outsourced ict services (memimpin layanan ict yang dialihdayakan)
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),direct the development of a knowledge management strategy for a business
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),facilitate business analysis
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),synchronise it projects
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),manage an information architecture project
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),develop a business intelligence framework (mengembangkan kerangka kerja intelijen bisnis)
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),manage it services
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),plan and manage virtualisation for it sustainability
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),conduct a business case study for integrating sustainability in it planning and design projects
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),research strategies using sap solutions for sustainable economic and environmental outcomes
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),use ict to improve sustainability outcomes
TIK.ITG0807,KEPALA MANAJEMEN SISTEM (LEAD SYSTEMS MANAGEMENT),manage improvements in ict sustainability
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),kepatuhan terhadap peraturan perundang-undangan terkait pdp di seluruh yurisdiksi dimana pemrosesan data pribadi dilaksanakan
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mitigasi risiko pelanggaran pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),berintegritas
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),bertanggung jawab
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mampu memimpin tim
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),komunikatif
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mampu mengatasi masalah
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),bebas benturan kepentingan
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menginformasikan dan memberikan saran agar mematuhi ketentuan dalam pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memantau dan memastikan kepatuhan terhadap ketentuan dalam pelindungan data pribadi dan kebijakan pengendali data pribadi atau prosesor data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memberikan saran mengenai penilaian dampak pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memantau kinerja organisasi baik sebagai pengendali data pribadi dan atau prosesor data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),"mengawal kepatuhan transfer data pribadi ke luar wilayah negara republik indonesia (perjanjian, uji kelayakan, dan pencatatan)"
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memeriksa pelaksanaan pdp
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memberi saran penilaian dampak
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menjadi narahubung ke lembaga
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),"mengeskalasi temuan pelanggaran pdp kepada pimpinan puncak; apabila tidak diperbaiki dalam jangka wajar, ppdp berwenang melaporkan kepada lembaga sesuai ketentuan, dengan perlindungan pelapor (whistleblower)"
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),"telah mendapatkan pelatihan secara khusus terkait pelaksanaan hak subjek data pribadi, penanganan persetujuan, penanganan insiden kegagalan pdp, penyusunan rekaman pemrosesan, praktek penghapusan dan pemusnahan data pribadi sesuai kebijakan retensi, kepatuhan, audit, dan semua hal terkait kewajiban pengendali dan atau prosesor data pribadi; dan"
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menentukan landasan program kerja pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menentukan kebutuhan struktur tim pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menentukan kerangka kerja pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mengidentifikasi peraturan perundang-undangan terkait
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),pelindungan data pribadi menentukan strategi pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menyusun kriteria matriks risiko pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),melakukan penilaian dampak pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menguji efektivitas program kerja pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menyusun tata kelola pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menyusun manajemen pelindungan data pribadi pada domainnya
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),menerapkan program kerja pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),melakukan pemantauan program kerja pelindungan data pribadi sesuai kepatuhan terhadap regulasi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),merumuskan saran kepada manajemen terkait
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mengelola audit berkaitan dengan program kerja pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memastikan tindak lanjut terhadap hasil audit pelindungan data pribadi dilakukan oleh unit terkait
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),merumuskan proses perolehan persetujuan pemrosesan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memberikan respons terhadap permintaan informasi data pribadi sesuai ketentuan
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memastikan pelindungan data pribadi telah terintegrasi dalam manajemen respons insiden
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),memastikan berjalannya manajemen respons insiden terkait kegagalan pelindungan data pribadi
TIK.ITG0808,PEJABAT PENGAWAS PDP (DATA PROTECTION OFFICER),mengidentifikasi tindak lanjut audit teknologi informasi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),melaksanakan pemenuhan kepatuhan terhadap peraturan perundang-undangan terkait pdp di seluruh yurisdiksi dimana pemrosesan data pribadi dilaksanakan
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),melaksanakan mitigasi risiko pelanggaran pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),berintegritas
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),bertanggung jawab
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),mampu memimpin tim
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),komunikatif
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),mampu mengatasi masalah
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memastikan kepatuhan terhadap peraturan perundang-undangan pdp di yurisdiksi dan sektor terkait
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memastikan pelaksanaan kewajiban pengendali data pribadi atau prosesor data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),"berkoordinasi untuk isu yang berkaitan dengan pemrosesan data pribadi, bertindak sebagai narahubung untuk isu yang berkaitan dengan pemrosesan data pribadi"
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),"memperhatikan risiko terkait pemrosesan data pribadi, dengan mempertimbangkan sifat, ruang lingkup, konteks, dan tujuan pemrosesan dengan basis dokumen penilaian dampak pdp dan peta risiko"
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memiliki kewenangan penuh terhadap pelaksanaan program pdp di organisasi dan mengkoordinasi seluruh bagian organisasi yang berhubungan dengan pdp termasuk unit yang mengelola sistem komputasi awan atau pihak ketiga di luar wilayah negara republik indonesia
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menjadi narahubung ke subjek data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),"telah mendapatkan pelatihan secara khusus terkait pelaksanaan hak subjek data pribadi, penanganan persetujuan, penanganan insiden kegagalan pdp, penyusunan rekaman pemrosesan, praktek penghapusan dan pemusnahan data pribadi sesuai kebijakan retensi, kepatuhan, audit, dan rekaman pemrosesan data pribadi, dan semua hal terkait kewajiban pengendali dan atau prosesor data pribadi; dan"
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menentukan landasan program kerja pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menentukan kebutuhan struktur tim pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menentukan kerangka kerja pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),mengidentifikasi peraturan perundang-undangan terkait pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menentukan strategi pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menyusun kriteria matriks risiko pelindungan data
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),pribadi melakukan penilaian dampak pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menguji efektivitas program kerja pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menyusun tata kelola pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menyusun manajemen pelindungan data pribadi pada domainnya
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),menerapkan program kerja pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),melakukan pemantauan program kerja pelindungan data pribadi sesuai kepatuhan terhadap regulasi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),merumuskan saran kepada manajemen terkait
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),mengelola audit berkaitan dengan program kerja pelindungan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memastikan tindak lanjut terhadap hasil audit pelindungan data pribadi dilakukan oleh unit terkait
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),merumuskan proses perolehan persetujuan pemrosesan data pribadi
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memberikan respons terhadap permintaan informasi data pribadi sesuai ketentuan
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memastikan pelindungan data pribadi telah terintegrasi dalam manajemen respons insiden
TIK.ITG0809,PEJABAT PELAKSANA PDP (DATA PROTECTION EXECUTIVE),memastikan berjalannya manajemen respons insiden terkait kegagalan pelindungan data pribadi
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),orang yang bertanggung jawab untuk mengembangkan dan mengimplementasikan rencana pemulihan bencana (disaster recovery plan) untuk infrastruktur ti dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa organisasi dapat pulih dari bencana dan tetap beroperasi dengan lancar.
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengembangkan dan mengimplementasikan rencana pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengelola dan menguji rencana pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),beretika
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),komunikatif
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),bekerja dalam tim
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),teliti
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),berpikir kritis
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),selalu belajar hal baru
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengembangkan dan mengimplementasikan rencana pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengelola infrastruktur pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),melakukan latihan dan simulasi pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengawasi dan memelihara rencana pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengakses dan menggunakan data pemulihan bencana
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),melakukan perubahan pada infrastruktur ti
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),melakukan kolaborasi dengan berbagai pihak
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),memiliki pemahaman mendalam mengenai pemulihan bencana.
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),merancang pemulihan jaringan
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),memantau keamanan sistem
TIK.ITG0701,MANAJER PEMULIHAN BENCANA (DISASTER RECOVERY MANAGER),mengelola insiden yang terjadi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,orang yang bertanggung jawab untuk mengembangkan dan mengimplementasikan rencana pemulihan bencana dan kelangsungan bisnis dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa organisasi dapat pulih dari bencana dan tetap beroperasi dengan lancar.
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengembangkan dan mengimplementasikan rencana pemulihan bencana dan kelangsungan bisnis
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengelola dan menguji rencana pemulihan bencana dan kelangsungan bisnis
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,beretika
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,komunikatif
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,bekerja dalam tim
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,teliti
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,berpikir kritis
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,selalu belajar hal baru
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengembangkan dan mengimplementasikan rencana pemulihan bencana
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengembangkan dan mengimplementasikan rencana kelangsungan bisnis
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melakukan latihan dan simulasi pemulihan bencana
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengawasi dan memelihara rencana pemulihan bencana
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengakses dan menggunakan data pemulihan bencana
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melakukan perubahan pada infrastruktur ti
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melakukan kolaborasi dengan berbagai pihak
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,memiliki pemahaman mendalam mengenai pemulihan bencana dan kelangsungan bisnis.
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengelola sistem pertahanan dan perlindungan keamanan informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengelola aspek keamanan sistem informasi pada setiap kegiatan upgrade/peremajaan sistem informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melaksanakan uji coba sistem pertahanan keamanan informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mendeteksi kerentanan (vulnerabilitas) keamanan dan potensi pelanggaran
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melaksanakan evaluasi kelemahan (vulnerabilitas) keamanan
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengimplementasikan koreksi atas kerentanan keamanan informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengelola insiden keamanan informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengimplementasikan manajemen perbaikan/respon yang terkait dengan keamanan informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,mengelola integritas informasi
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,merancang dan mengelola sistem backup
TIK.ITG0702,MANAJER PEMULIHAN BENCANA DAN KELANGSUNGAN BISNIS (DISASTER RECOVERY AND,melaksanakan kegiatan pemulihan data
