academic_year,course_name,meeting_number,meeting_content
20241,Rekayasa Ilmu,3,"Types of Knowledge-Based Systems Kendal S. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main concept of KBS"
20241,Rekayasa Ilmu,4,"Reasoning agent Kendal S. 2007. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main concept of reasoning agent"
20241,Rekayasa Ilmu,5,"Type of Knowledge Based System Kendal S. 2007. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain and provide some examples of KBS in specific domain area such as medical and education."
20241,Rekayasa Ilmu,6,"Presentasi Individual tentang KBS: Context, Architecture, inferences and interface. Kendal S. 2007. An Introduction to Knowledge Engineering, 7th Edition Mahasiswa tidak ada mahasiswa yang melakukan presentasi tentang KBS: Context, Architecture, inferences and interface."
20241,Rekayasa Ilmu,7,"Neural Networks & Case-based Reasoning Kendal S. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main concept of Neural Networks & Casebased Reasoning"
20241,Rekayasa Ilmu,8,"The Role of Inference Kendal S. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main functionality of inferences in KBS"
20241,Rekayasa Ilmu,9,Workshop on Ontology Part 1 Kuntarto G. 2019. The development of Ontology using Protege Students are able to explain and create knowledge representation using RDF/ OWL.
20241,Rekayasa Ilmu,10,"Reasoning Part 2 Kendal S. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main concept and usage of reasoning in knowledge domain. Also, identify some of the current reasoning engine that available todays."
20241,Rekayasa Ilmu,11,"Knowledge Representation Kendal S. 2007. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain and create ontology using description logic."
20241,Rekayasa Ilmu,12,"Ontology Web Language (OWL) Kuntarto, 2019, The Development of Ontology using ProtÃ©gÃ© by Guson Prasamuarso Kuntarto Students are able to develop an ontology web language (OWL)"
20241,Rekayasa Ilmu,13,"Review on Knowledge Engineering Kendal S. An Introduction to Knowledge Engineering, 7th Edition Students are able to explain the main concept of knowledge engineering and explain some of the example of ontology based system."
20241,Rekayasa Ilmu,14,Final Project Presentation Knowledge Management Students are able to explain the progres of conducting mini project. Routing Protocols and Concepts
20241,Routing Protocols and Concepts,1,"Basic Device Configuration and Switching Concepts CCNA v7.02 The students have basic knowledge regarding Basic Device Configuration and Switching Concepts CCNA version 7.02, Module 2, â€œSwitching, Routing and Wireless Essentials v.7.02 (ENSA)â€•, https://contenthub.netacad.com/srwe 1. Introduction to Basic Device Configuration 2. Configure Switch with Initial Settings 3. Configure Switch Ports 4. Secure Remote Access 5. Basic Router Configuration 6. Verify Directly Connected Networks 7. Introduction to Switching Concepts 8. Frame Forwarding 9. Collision and Broadcast Domains"
20241,Routing Protocols and Concepts,2,"Single-Area OSPFv2 Configuration; and VLAN and Inter-VLAN Routing Chapters 3 and 4 CCNA v7 (SRWE) The students will be able to explain basic knowledge regarding VLAN and InterVLAN Routing. VLAN and Inter-VLAN Routing CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 3 and 4) 1. Introduction to VLAN 2. Overview of VLANs 3. VLANs in Multi-Switched Environment 4. VLAN Configuration 5. VLAN Trunks 6. Dynamic Trunking Protocol 7. Introduction to Inter-VLAN Routing 8. Inter-VLAN Routing Operation 9. Router-on-a-Stick InterVLAN Routing 10. Inter-VLAN Routing using Layer 3 Switches 11. Troubleshoot Inter-VLAN Routing"
20241,Routing Protocols and Concepts,3,"Spanning Tree Protocol (STP) Concepts CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 5) 1. Introduction to STP 2. Purpose of STP 3. STP Operations 4. Evolution of STP Module 5: STP Concepts CCNA v7 (SRWE) The students have basic knowledge regarding Spanning Tree Protocol (STP) concepts"
20241,Routing Protocols and Concepts,4,"Chapter 6 Ether Channel CCNA v7 (SRWE) The students have basic knowledge of Ether Channel Routing Protocols and Concepts | EtherChannel CCNA version 7.02, Module 2, â€œ Switching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 6) 1. Introduction to EtherChannel 2. EtherChannel Operation 3. Configure EtherChannel 4. Verify and Troubleshoot EtherChannel"
20241,Routing Protocols and Concepts,5,"Chapter 7 DHCPv4 CCNA v7 (SRWE) The students have basic knowledge of DHCPv4 DHCPv4 CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 7) 1. Introduction to DHCPv4 2. DHCPv4 Concepts 3. Configure a Cisco ISP DHCPv4 Server 4. Configure a DHCPv4 Client"
20241,Routing Protocols and Concepts,6,"SLAAC and DHCPv6 CCNA v7 (SRWE) The students have basic knowledge regarding SLAAC and DHCPv6 CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 8) 1. Introduction to SLAAC and DHCPv6 2. IPv6 GUA Assignment 3. SLAAC 4. DHCPv6 5. Configure DHCPv6 Server"
20241,Routing Protocols and Concepts,7,"FHRP Concepts CCNA v7 (SRWE) The students have basic knowledge of FHRP Concepts FHRP Concepts and Quiz before Mid Term Examination CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 9) 1. Introduction to FHRP Concepts 2. First Hop Redundancy Protocols 3. HSRP 4. Subnetting the Network Problem Set 5. Link State Dynamic Routing Problem Set 6. Distance Vector Dynamic Routing Problem Set 7. EtherChannel and HSRP Problem Set 8. Designing the Network Topology Problem Set 9. Techniques to Fulfill Network Requirement Problem Set"
20241,Routing Protocols and Concepts,8,"LAN Security Concepts CCNA v7 SRWE The students have basic skill regarding LAN Security Concepts CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 10) 1. Introduction to LAN Security Concepts 2. Endpoint Security 3. Access Control 4. Layer 2 Security Threats 5. MAC Address Table Attack 6. LAN Attack"
20241,Routing Protocols and Concepts,9,"Switch Security Configuration CCNA v7 SRWE The students have basic knowledge regarding Switch Security Configuration CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 11) 1. Introduction to Switch Security Configuration 2. Implement Port Security 3. Mitigate VLAN Attacks 4. Mitigate DHCP Attacks 5. Mitigate ARP Attacks 6. Mitigate STP Attacks"
20241,Routing Protocols and Concepts,10,"WLAN Concepts CCNA v7 SRWE The students have basic knowledge regarding WLAN Concepts CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 12) 1. Introduction to Wireless 2. WLAN Components 3. WLAN Operation 4. CAPWAP Operation 5. Channel Management 6. WLAN Threats 7. Secure WLANs"
20241,Routing Protocols and Concepts,11,"WLAN Configuration CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 13) 1. Introduction 2. Remote Site WLAN Configuration 3. Configure a Basic WLAN on the WLC 4. Configure a WPA2/Enterprise WLAN on the WLC 5. Troubleshoot WLAN Issues WLAN Configuration CCNA v7 SRWE The students have basic knowledge regarding WLAN Configuration"
20241,Routing Protocols and Concepts,12,"Routing Concepts CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, Chapter 14 1. Introduction to Routing Concepts 2. Path Determination 3. Packet Forwarding 4. Basic Router Configuration Review 5. IP Routing Table 6. Static and Dynamic Routing Routing Concept CCNA v7 SRWE The students have basic knowledge regarding Routing Concepts"
20241,Routing Protocols and Concepts,13,"Troubleshoot Static and Default Routes CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 16 and 10 to 16) 1. Introduction 2. Packet Processing with Static Routes 3. Troubleshoot IPv4 Static and Default Routes Configuration 4. LAN Security Problem Set 5. Switch Security Problem Set 6. WLAN Problem Set 7. IP Static Routing Problem Set Static Routing CCNA v7 SRWE The students have basic Knowledge regarding IP Static Routing Routing Protocols and Concepts"
20241,Routing Protocols and Concepts,14,"IP Static Routing CCNA version 7.02, Module 2, â€œSwitching Routing and Wireless Essentials v.7.02 (SRWE)â€•, https://contenthub.netacad.com/srwe (Chapter 15) 1. Introduction to IP Static Routing 2. Static Routes 3. Configure IP Static Routes 4. Configure IP Default Static Routes 5. Configure Floating Static Routes 6. Configure Static Host Routes Static and Default Routes CCNA v7 SRWE The students have the knowledge regarding Static and Default Routes. Sirkuit Elektronik"
20241,Sirkuit Elektronik,1,Unit and measurements. Textbook Ch. 1 and Notes. Units and measurement: (a) SI Units (b) Measurement (c) Significant digits (d) Scientific notation (e) Engineering notation
20241,Sirkuit Elektronik,2,"Voltage, Current, Resistance Slide, textbook Electrical force, field, and energy. Potential energy. Electrical current. Resistor's color code."
20241,Sirkuit Elektronik,3,"Series/parallel Notes, slides. - Resistors in series. - Resistors in parallel."
20241,Sirkuit Elektronik,4,"Series-parallel. Slide, notes, textbook. Series circuit of resistors. Parallel circuit of resistors."
20241,Sirkuit Elektronik,5,"KVL Slide, notes KVL"
20241,Sirkuit Elektronik,6,"DC Analysis. Notes, slides. KCL. KVL. Mesh/loop analysis. Exercise."
20241,Sirkuit Elektronik,7,"Circuit theorems. Textbook, slides. X-Y Delta conversion. Thevenin/Norton. Superposition."
20241,Sirkuit Elektronik,8,"Review midtest materials. Slide, notes. Review midtest materials."
20241,Sirkuit Elektronik,9,"Capacitors and Inductors Slide, textbook, notes. Capacitors: basic. Capacitors in series. Capacitors in parallels. Inductors: basic. Inductors in series. Inductors in parallel."
20241,Sirkuit Elektronik,10,First order circuit - 1 Textbook. RC circuit. Time constants. Initialization problems.
20241,Sirkuit Elektronik,11,Transient analysis. SLIDE RLC
20241,Sirkuit Elektronik,12,"AC analysis. Slide, notes. AC analysis serial/parallel. Exercise."
20241,Sirkuit Elektronik,13,AC analysis with KCL Notebook AC Analysis with KCL. Phasors. Complex number computation.
20241,Sirkuit Elektronik,14,Phasor analysis Notes. Phasor analysis. Superposition theorem with phasor analysis. Sistem Basis Data
20241,Sistem Basis Data,1,"Introduction to database system Connolly, Fundamental of Database System Students are able to explain the main concept of database system"
