domain_id,skill_category,num_competencies,domain_text,embedding
1,Soft,27,"memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya; memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya","[0.23540613055229187, 0.12151792645454407, -0.20697982609272003, -0.13760699331760406, -0.33892953395843506, -0.04042765870690346, 0.29601746797561646, 0.2447020262479782, -0.21435625851154327, 0.1859862208366394, 0.060327209532260895, -0.24883586168289185, 0.02352941408753395, 0.1917075514793396, -0.002098280470818281, 0.0662582665681839, -0.029523219913244247, 0.028047814965248108, -0.20926246047019958, 0.15312376618385315, -0.20163901150226593, 0.14798331260681152, 0.019103288650512695, -0.16910545527935028, -0.3071011006832123, 0.0049659814685583115, -0.014245639555156231, -0.2194300889968872, 0.01882200688123703, 0.099116250872612, 0.033900413662195206, -0.16690593957901, 0.3731555640697479, 0.10364057123661041, -0.20119069516658783, 0.3296247124671936, 0.01206921599805355, 0.13672366738319397, 0.2594601511955261, 0.17497345805168152, 0.020442575216293335, -0.09801270812749863, 0.07176979631185532, -0.06113752722740173, -0.13503120839595795, -0.1659468114376068, 0.1428253948688507, -0.04723801836371422, 0.18470829725265503, -0.47830507159233093, 0.07728175818920135, -0.05437476933002472, -0.1293785572052002, 0.010348035953938961, 0.012757309712469578, 0.15535807609558105, 0.3089198172092438, 0.12492040544748306, -0.22126154601573944, -0.20803003013134003, 0.09918384999036789, 0.08845178037881851, -0.06641501933336258, 0.10685507208108902, 0.25374075770378113, -0.03735866770148277, -0.0308271124958992, 0.22283217310905457, -0.3406197130680084, -0.038664110004901886, 0.36414891481399536, 0.03197174146771431, 0.059693343937397, 0.2984873056411743, 0.0622369647026062, -0.2501232624053955, 0.1439536064863205, -0.26054495573043823, -0.25004568696022034, 0.03591126203536987, -0.09368248283863068, -0.2828734815120697, -0.07398848235607147, 0.2003585696220398, 0.04699328914284706, 0.035781536251306534, 0.0006603759247809649, 0.0018381159752607346, -0.034767989069223404, 0.1099441722035408, 0.28436195850372314, 0.23050560057163239, 0.09655216336250305, -0.21999943256378174, 0.2880334258079529, 0.0991489514708519, -0.04582685977220535, 0.029329970479011536, -0.35339465737342834, -0.02118205837905407, -0.3697308301925659, 0.008322613313794136, -0.18590278923511505, -0.2727887034416199, 0.2838940918445587, 0.19249612092971802, -0.03891481086611748, -0.30461978912353516, 0.04761737957596779, 0.01027894951403141, -0.03531329333782196, -0.11998700350522995, -0.2699824571609497, -0.11300482600927353, 0.24848611652851105, 0.25023069977760315, -0.19097711145877838, 0.22074925899505615, -0.12822110950946808, -0.306852787733078, 0.36214807629585266, 0.02691822126507759, 0.16070130467414856, 0.2836429476737976, 0.3658544719219208, 0.07024253159761429, 0.20674662292003632, 0.19780845940113068, -0.15458592772483826, 0.0773448795080185, 0.08016951382160187, 0.010360954329371452, 0.039144303649663925, 0.34702688455581665, -0.09658383578062057, 0.22583265602588654, 0.1707608550786972, 0.007355742622166872, 0.1766548752784729, 0.1055433452129364, -0.01338302530348301, 0.25503459572792053, -0.04022525995969772, 0.19599929451942444, -0.06600653380155563, -0.20267881453037262, -0.11463521420955658, -0.07728644460439682, 0.19203752279281616, 0.186654195189476, -0.0735747367143631, 0.05410853400826454, 0.027167949825525284, -0.12965914607048035, 0.18021905422210693, -0.045216724276542664, -0.009694681502878666, 0.08150195330381393, -0.11482518911361694, -0.19833171367645264, 0.010136819444596767, 0.20118315517902374, 0.1344536542892456, 0.18672217428684235, -0.1379258632659912, 0.0471610426902771, 0.205274760723114, -0.021737901493906975, 0.033661942929029465, -0.025533949956297874, 0.3958922326564789, 0.12145815789699554, -0.026373906061053276, 0.06386400759220123, 0.01224047876894474, -0.24035035073757172, -0.10067801177501678, 0.3007707893848419, -0.10922867059707642, -0.1223554015159607, 0.46376121044158936, -0.09173276275396347, -0.3272569179534912, 0.019049296155571938, -0.018709570169448853, 0.3612704873085022, -0.2147877812385559, 0.1102592721581459, -0.15640400350093842, -0.11871340125799179, 0.006782766431570053, 0.03209804743528366, -0.0622602179646492, -0.2063208669424057, -0.003404365386813879, -0.33223503828048706, 0.22412234544754028, -0.21042396128177643, -0.07381019741296768, 0.20361706614494324, -0.49929189682006836, -0.005145389121025801, 0.04004067927598953, 0.019313329830765724, -0.21392527222633362, -0.13159984350204468, 0.020767904818058014, 0.21903692185878754, -0.0968085527420044, 0.1741061806678772, -0.14001676440238953, 0.1519116759300232, -0.07669597119092941, -0.08344520628452301, 0.2531614601612091, -0.05018935725092888, 0.23712258040905, 0.4113548696041107, 0.15602652728557587, -0.07345081120729446, 0.044232077896595, 0.11852730810642242, 0.026926781982183456, -0.17895479500293732, -0.10789693892002106, 0.10281485319137573, -0.26065415143966675, 0.2799952030181885, 0.07071439921855927, -0.12842018902301788, -0.22726894915103912, 0.14108823239803314, -0.1469312310218811, -0.2765812575817108, -0.0803522914648056, -0.18155308067798615, -0.0461270771920681, -0.04550037533044815, 0.016907047480344772, -0.06239933520555496, -0.30190733075141907, -0.1825752854347229, -0.2362753003835678, 0.047145672142505646, 0.1751033365726471, 0.5309416651725769, 0.03034069389104843, 0.08428023010492325, -0.13539552688598633, 0.18050995469093323, -0.1944180727005005, -0.16003543138504028, 0.15043145418167114, -0.08838342875242233, -0.024573441594839096, 0.04346113279461861, -0.22111323475837708, 0.002015857957303524, 0.05923978239297867, 0.14720767736434937, -0.2387213408946991, -0.23086251318454742, 0.02471262216567993, 0.13814406096935272, 0.16886430978775024, -0.1509716808795929, -0.08392521739006042, 0.1885141283273697, -0.0021372861228883266, -0.16803212463855743, -0.11447587609291077, -0.0945531502366066, 0.20389068126678467, 0.05969027802348137, -0.1704346090555191, -0.07983201742172241, -0.061079010367393494, -0.15325777232646942, 0.008973338641226292, 0.021751683205366135, 0.19213832914829254, -0.17704087495803833, 0.1403633952140808, 0.04758867248892784, 0.0430058054625988, 0.0435512438416481, 0.19743362069129944, 0.269795686006546, -0.086213119328022, -0.11426970362663269, -0.0907677635550499, 0.03890607878565788, -0.4300384521484375, -0.07720081508159637, 0.15321779251098633, -0.052896905690431595, -0.02008928172290325, -0.08781246840953827, -0.1532881259918213, -0.16152144968509674, -0.07757187634706497, 0.05622505024075508, 0.034112971276044846, -0.18746013939380646, -0.14840427041053772, 0.016786446794867516, 0.04885661229491234, -0.10034684091806412, -0.4689391255378723, -0.27391210198402405, -0.03236475959420204, -0.20075908303260803, 0.26244646310806274, -0.20586812496185303, 0.07122982293367386, 0.26807495951652527, -0.0913952887058258, -0.21737034618854523, -0.0498177595436573, -0.003265134757384658, -0.029132945463061333, -0.07767236232757568, 0.05261484533548355, -0.05000964179635048, 0.06540002673864365, -0.11272713541984558, -0.03543072193861008, -0.18872302770614624, -0.05933418124914169, 0.07361955940723419, -0.028034646064043045, 0.07170279324054718, -0.3470633327960968, -0.02287045307457447, -0.09959255158901215, -0.08605862408876419, -0.24835404753684998, 0.1600118726491928, -0.31629806756973267, -0.02034170553088188, 0.11345738917589188, -0.14973774552345276, -0.3216526210308075, 0.049631934612989426, 0.17771928012371063, 0.13017162680625916, -0.24750784039497375, 0.010133127681910992, -0.003724566660821438, 0.1961636245250702, 0.19141310453414917, 0.30595266819000244, -0.23242707550525665, -0.18501372635364532, 0.1632314920425415, -0.08880187571048737, -0.14359678328037262, -0.024901648983359337, 0.0856931209564209, -0.043606001883745193, 0.31690117716789246, 0.30214959383010864, 0.2089754194021225, 0.2299998551607132, -0.1306547224521637, -0.21102195978164673, 0.03256256878376007, 0.200761616230011, 0.22572669386863708, -0.1340305358171463, 0.011425263248383999, -0.08485715091228485, 0.17550845444202423, -0.21355606615543365, -0.054829150438308716, 0.06417437642812729, 0.294609934091568, -0.019758649170398712, -0.2661728858947754, -0.10373169928789139, 0.029231926426291466, 0.028628680855035782, 0.11466719210147858, 0.12452773004770279]"
2,Soft,27,"menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan original orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan","[0.14217180013656616, 0.269398033618927, 0.00930248573422432, 0.0016607544384896755, -0.23004856705665588, -0.029655249789357185, 0.4168625771999359, 0.08272548764944077, 0.11481955647468567, 0.19920870661735535, -0.080830879509449, -0.39852485060691833, -0.14383383095264435, -0.0529421828687191, 0.21130351722240448, 0.26304206252098083, -0.045478884130716324, 0.08460898697376251, -0.2510198652744293, -0.29296019673347473, -0.4836132526397705, -0.12792527675628662, -0.3265143036842346, -0.02343859151005745, -0.18875554203987122, -0.034063443541526794, 0.2209654450416565, -0.032372407615184784, -0.07213614135980606, 0.12248579412698746, -0.08140138536691666, 0.05927829071879387, 0.3029417395591736, 0.17355117201805115, -0.434818834066391, 0.13664460182189941, -0.05870751291513443, 0.10467374324798584, 0.009827268309891224, 0.1523813158273697, -0.02679840289056301, -0.10903885960578918, 0.33717429637908936, 0.1669180989265442, -0.041459593921899796, -0.151471346616745, 0.05238351598381996, -0.024564426392316818, 0.013289354741573334, 0.01642315462231636, 0.20501640439033508, -0.19249802827835083, -0.21914029121398926, 0.016819871962070465, -0.028008107095956802, 0.0904434323310852, 0.03838955610990524, -0.10790657997131348, -0.05246772989630699, -0.07676548510789871, 0.12591886520385742, -0.3360106647014618, 0.233421191573143, 0.32778894901275635, -0.019432278349995613, -0.19083358347415924, -0.0727694109082222, 0.27106937766075134, -0.1394597887992859, -0.41273003816604614, 0.20576930046081543, 0.11126711964607239, 0.143491730093956, -0.10349883884191513, -0.11466771364212036, -0.22767013311386108, 0.1763511300086975, -0.11942781507968903, -0.22109022736549377, -0.17187169194221497, -0.023672841489315033, 0.3869648575782776, 0.11295629292726517, -0.2225876748561859, 0.16908802092075348, 0.3255191743373871, -0.3274010121822357, 0.0013933866284787655, -0.17707495391368866, 0.10173475742340088, -0.04931625723838806, 0.46610215306282043, 0.0773681029677391, 0.012236074544489384, 0.13879278302192688, -0.06912173330783844, -0.22932669520378113, -0.22946752607822418, -0.23862773180007935, 0.13050788640975952, -0.05564676597714424, 0.11484044790267944, -0.009156978689134121, -0.0635012686252594, -0.014072075486183167, 0.045056670904159546, -0.44061094522476196, -0.03027479723095894, -0.22284279763698578, 0.04642805829644203, -0.07260125875473022, -0.1724533885717392, -0.3772631585597992, 0.023495113477110863, -0.002441949676722288, 0.029038341715931892, 0.05410236492753029, -0.1784290373325348, 0.2509362995624542, -0.08574400097131729, 0.048146381974220276, 0.06648416817188263, -0.13102668523788452, 0.10932102799415588, 0.3321607708930969, -0.23347103595733643, 0.1532183736562729, 0.0573929063975811, -0.197596937417984, 0.16162487864494324, 0.058416612446308136, 0.021613607183098793, 0.03959839791059494, 0.14256954193115234, -0.07107696682214737, 0.07746478915214539, -0.2554682493209839, -0.4420227110385895, -0.002811540151014924, 0.15858203172683716, 0.33043384552001953, 0.27737119793891907, -0.0030748751014471054, 0.09325379878282547, -0.3856339454650879, 0.050039127469062805, -0.3559146523475647, 0.1631753146648407, 0.39595380425453186, 0.34147992730140686, 0.0671958178281784, 0.2640160918235779, -0.20171776413917542, -0.2325083315372467, -0.011289963498711586, 0.15191039443016052, -0.11636418104171753, -0.1490851491689682, 0.08184780180454254, 0.07476934790611267, 2.797553315758705e-05, -0.18557800352573395, -0.09030527621507645, 0.056655701249837875, 0.11403331160545349, 0.11449539661407471, 0.13027288019657135, -0.01923581399023533, 0.14940539002418518, -0.056803081184625626, 0.1495523601770401, 0.08528969436883926, 0.02748100273311138, 0.21907547116279602, 0.04818572849035263, -0.14280520379543304, -0.07555780559778214, 0.22518570721149445, -0.07542555779218674, -0.2608446478843689, 0.1348506361246109, -0.016763869673013687, -0.15950791537761688, -0.10039045661687851, -0.26729100942611694, 0.25930872559547424, 0.023645419627428055, -0.1493845283985138, -0.24563801288604736, -0.07939665764570236, 0.12199351191520691, -0.10818161815404892, 0.05842335894703865, -0.22525914013385773, 0.14340145885944366, -0.07737095654010773, -0.1373639851808548, -0.13865531980991364, 0.13308976590633392, 0.24330003559589386, -0.24567094445228577, 0.09837576746940613, 0.04645230621099472, 0.0771757960319519, 0.2265489101409912, -0.007525833323597908, 0.5046408176422119, 0.1966565102338791, 0.25246867537498474, 0.22133471071720123, -0.11610256880521774, 0.03608057647943497, -0.15750955045223236, -0.002601400949060917, 0.1763506829738617, 0.10210110247135162, -0.12645351886749268, 0.08067388087511063, 0.0798945277929306, 0.12209881097078323, -0.05741534009575844, -0.2658222019672394, -0.19326914846897125, 0.009046719409525394, -0.20396746695041656, 0.20202960073947906, -0.10501113533973694, 0.12384682148694992, -0.052566755563020706, 0.06724298000335693, -0.00856858305633068, -0.14933311939239502, -0.1688244491815567, 0.14161676168441772, 0.11459264159202576, -0.2656484544277191, 0.2888137996196747, 0.05284393951296806, -0.24840383231639862, -0.08905331790447235, -0.2459404021501541, 0.03405164182186127, -0.06902451068162918, -0.21230141818523407, 0.026005417108535767, 0.3532131016254425, -0.15415120124816895, -0.06103788688778877, -0.2066941261291504, 0.01387716643512249, 0.31577664613723755, -0.4226372539997101, 0.39867570996284485, -0.13884137570858002, 0.016414230689406395, 0.14478230476379395, -0.3251107931137085, -0.24378228187561035, 0.20066863298416138, 0.12165171653032303, -0.17009443044662476, -0.0017757704481482506, 0.07304958254098892, 0.4658462405204773, -0.008681288920342922, 0.32641804218292236, -0.0712331160902977, 0.10457509011030197, -0.07996948063373566, 0.1676756739616394, 0.01309221051633358, 0.25595277547836304, 0.10843805968761444, -0.3331338167190552, 0.015215503051877022, -0.07157972455024719, 0.22268807888031006, -0.029681973159313202, 0.2912423610687256, -0.015180335380136967, 0.038772765547037125, 0.018260762095451355, 0.002080185804516077, 0.14325113594532013, -0.13511909544467926, 0.1089310571551323, -0.0615888312458992, 0.17669782042503357, -0.21762380003929138, -0.09726619720458984, 0.17533746361732483, 0.21177233755588531, -0.1624663919210434, 0.06968843936920166, 0.1398816555738449, -0.14752711355686188, -0.1362154185771942, -0.20755216479301453, 0.27273091673851013, 0.10020177066326141, 0.35853105783462524, 0.05245613306760788, 0.1769372969865799, 0.2292117476463318, -0.0789976492524147, -0.11272421479225159, 0.08628813922405243, -0.07202237099409103, 0.14421683549880981, -0.17789959907531738, -0.3608960211277008, -0.19022808969020844, 0.21289139986038208, -0.1303146630525589, -0.23008516430854797, -0.008406032808125019, -0.17721208930015564, -0.22586539387702942, 0.03547048196196556, -0.015542851760983467, 0.04145541414618492, -0.054646242409944534, 0.1406915932893753, 0.019151223823428154, -0.1708049774169922, -0.09629262238740921, 0.38568753004074097, -0.2965252101421356, -0.4372292160987854, 0.212580144405365, -0.5059689879417419, 0.2610125243663788, -0.10997335612773895, 0.07794662564992905, 0.020849501714110374, 0.16449861228466034, 0.15217284858226776, -0.1624339520931244, 0.24687665700912476, 0.12243235856294632, 0.003909706603735685, 0.12514722347259521, -0.12609092891216278, -0.19535154104232788, -0.11166166514158249, 0.07237756252288818, -0.24792169034481049, -0.44724270701408386, -0.025200877338647842, -0.13543276488780975, 0.12079597264528275, 0.27017587423324585, -0.233334481716156, -0.08179900795221329, 0.05896328389644623, -0.20711925625801086, -0.24528023600578308, -0.07842063903808594, 0.06615574657917023, 0.01295402366667986, 0.1780003011226654, 0.045528996735811234, 0.23778067529201508, 0.12394553422927856, 0.21684114634990692, -0.19625605642795563, 0.001660098205320537, 0.15673890709877014, -0.16959956288337708, -0.19011551141738892, -0.1389288604259491, -0.21392537653446198, 0.05301381275057793, 0.00826440379023552, -0.2080390900373459, -0.08649279922246933, 0.10083842277526855, 0.4006352722644806, 0.016875509172677994, -0.18449869751930237, 0.1975546032190323, 0.19206076860427856, -0.13799802958965302, 0.1027209684252739]"
