source_file,course_code,course_name,section,extracted_text
Copy of FTK121 Aljabar Linear.pdf,FTK121,Aljabar Linear,course_description,"this course provides an understanding of applying mathematics on linier algebra and matrix. the topic is a broad topic covering many different subjects. the course of linier algebra and matrix offered ie, matrices and system of equation, determinants matrix, vector space, linear transformation, or thogonality, eigenvalues, and numerical linear algebra. this course give a basic or fundamental for student in theory and practice about liner algebra and matrix for information systems."
Copy of FTK121 Aljabar Linear.pdf,FTK121,Aljabar Linear,course_objectives,"upon completion of this course, the student should be able to (cid 136) demonstrate understanding of matrices and system linier of equation ; (cid 136) demonstrate understanding of determinants matrices ; (cid 136) demonstrate understanding of vector space ; (cid 136) demonstrate understanding of linear transformation ; (cid 136) demonstrate understanding of orthogonality and eigen value."
Copy of FTK121 Aljabar Linear.pdf,FTK121,Aljabar Linear,methods_instruction,"virtual classroom instruction consists of lectures and practical problem solving, supplemented by visual aids designed to assist the student to successfully meet the course’s learning objectives and the interactive discussions in virtual classroom through academic portal bakrie information gateway v it is imperative that students take an active interest in the course. to succeed in this course, students must read, think, and write in a critical and analytical manner and this takes time and practice. such practice can only be achieved by working exercises. when troubles arise, and they will, the student must ask questions which may be directed to the instructor or other students in a variety of ways. students are also encouraged to work together on problem sets as part of their exercises. however, individual must ultimately demonstrate the understanding of the material by writing up his/her own solutions without the help of other students or their written work. on average students need to spend, at least, 6 hours of study and preparation per week for this course. f ppkr1 syllabus ftk121 (rencana pembelajaran semester)"
Copy of FTK121 Aljabar Linear.pdf,FTK121,Aljabar Linear,course_outline,"session topics & sub topics methods references assignment system of linear equations and matrices (1) (a) systems of linear equations (b) gaussian elimination (c) matrices and matrix operations (d) inverses; algebraic properties of met 1 lecture, discussion (1) chapter 1 – rices (e) elementary matrices and method for −1 finding a (f) more on linear systems and invertible matrices system of linear equations and matrices (2) (a) diagonal, triangular, and symmetric matrices 2 lecture, discussion (1) chapter 1 – (b) matrix transformations (c) application for linear systems (d) leontief input output models determinant (1) 3 (a) determinants by cofactor expansion lecture, discussion (1) chapter 2 – (b) evaluating determinants by row re duction determinant (2) 4 lecture, discussion (1) chapter 2 – (a) properties of determinants; cramer’s rule vector and space (1) (a) vectors in 2 space, 3 space and n space 5 lecture, discussion (1) chapter 3 – (b) norm, dot product, and distance in n r (c) the geometry of linear systems (d) cross product f ppkr1 syllabus ftk121 (rencana pembelajaran semester) vector and space (2) (a) real vector spaces (b) subspaces (c) linear independence (d) coordinates and basis (e) dimension (f) change of basis 6 (g) row space, column space and null lecture, discussion (1) chapter 4 – space (h) rank, nullity, and the fundamental matrix spaces (i) basic matrix transformations in r2 and r3 (j) properties of matrix transformations (k) application geometry of matrix op erators on r2 review topics from session 1 to 7 (a) system of linear equations and ma trices (1) (b) system of linear equations and ma 7 trices (2) lecture, discussion (1) chapter 1 to 4 – (c) determinant (1) (d) determinant (2) (e) vector and spaces (1) (f) vector and spaces (2) mid semester test orthogonality (1) n (a) the scalar product in r 8 lecture, discussion (2) chapter 5 – (b) orthogonal subspaces (c) least square problems (d) inner product spaces orthogonality (2) (a) orthonormal sets 9 lecture, discussion (2) chapter 5 – (b) the gram schmidt orthogonalization process (c) orthogonal polynomials eigenvalues (1) (a) eigenvalues and eigenvectors 10 lecture, discussion (2) chapter 6 – (b) systems of linear differential equa tions (c) diagonalization eigenvalues (2) (a) hermitian matrices 11 lecture, discussion (2) chapter 6 – (b) the singular value decomposition (c) quadratic forms eigenvalues (3) (a) positive definite matrices 12 lecture, discussion (2) chapter 6 – (b) nonnegative matrices (c) applications differential equations numerical linear algebra (1) (a) floating point numbers (b) gaussian elimination 13 lecture, discussion (2) chapter 7 – (c) pivoting strategies (d) matrix norms and condition numbers (e) orthogonal transformations (f) the eigenvalue problem numerical linear algebra (2) and review topics from session 8 to 14 (a) least squares problems (b) orthogonality (1) quiz in virtual 14 lecture, discussion (2) chapter 5 to 7 (c) orthogonality (2) class (d) eigenvalues (1) (e) eigenvalues (2) (f) eigenvalues (3) (g) numerical linear algebra final semester test f ppkr1"
Copy of TIF101 Sirkuit Elektronik.pdf,TIF101,Sirkuit Elektronik,course_description,"this course provides a complete and straightforward coverage of the basics of electrical component and circuits. fundamental circuit laws and analysis methods are discussed in a variety of basic circuits. major topics included are ohm’s law, kirchhoff’s laws, magnetism and electromagnetism, reactance, impedance, resonance, and passive filters"
Copy of TIF101 Sirkuit Elektronik.pdf,TIF101,Sirkuit Elektronik,course_objectives,"show list of course objectives. the list usually consists of five or six statements, general but comprehensive. the list may include specific skills or techniques students are expected to master after completing the course."
Copy of TIF101 Sirkuit Elektronik.pdf,TIF101,Sirkuit Elektronik,methods_instruction,"understand the basic concepts of electric circuits, power and energy. apply the rules of parallel and series resistors and source superposition to simplify or solve resistive circuits.  solve resistive circuits using the nodal and mesh methods. understand the function of dependent sources and solve simple circuits with dependent sources. understand the physical laws governing capacitors and inductors. understand the meaning of the time constant; calculate the time constant of a rc or rl circuit.  obtain the circuit forced response to constant inputs. obtain the circuit solution to multiple switching operations. understand the natural response of rlc circuits and the distinction between over damped, critically damped and under damped responses.  understand the concept of sinusoidal steady state, phasor, and impedance. solve a circuit in the sinusoidal steady state and find the voltage and current phasors.  understand the passive filter use various combinations of resistors, capacitors, and inductors."
Copy of TIF101 Sirkuit Elektronik.pdf,TIF101,Sirkuit Elektronik,course_outline,"this section should show topics, sub topics, specific method of instruction/ delivery and material references. session topic & sub topics methods of delivery material references 1 voltage, current, and resistance [# chapter 2 page 20 ] [# chapter 2 page 20 ] 2 ohm’s law 3 energy and power [# chapter 4 page 100 ] series circuits [# chapter 5 page 122 ] 4 parallel circuits [# chapter 6 page 178 ] 5 series parallel circuits [# chapter 7 page 231 ] 6 magnetism and electromagnetism [# chapter 10 page 376 ] 7 middle semester test introduction to alternating current [#chapter 11 page 420 ] 8 and voltage capacitors [#chapter 12 page 484 ] 9 inductors [#chapter 13 page 544 ] 10 rc circuits [#chapter 15 page 623 ] 11 rl circuits [#chapter 16 page 701 ] 12 rlc circuits and resonance [#chapter 17 page 751 ] 13 passive filters [#chapter 18 page 803 ] 14 final semester test syllabus tif101 hal. 3/6 i. textbook and others required materials principles of electric circuit conventional current version, ninth edition. thomas l. floyd prentice hall, upper saddle river, new jersey. ii. objectives upon completion of the course the student should be able to  understand the basic concepts of electric circuits, power and energy. apply the rules of parallel and series resistors and source superposition to simplify or solve resistive circuits.  solve resistive circuits using the nodal and mesh methods. understand the function of dependent sources and solve simple circuits with dependent sources. understand the physical laws governing capacitors and inductors. understand the meaning of the time constant; calculate the time constant of a rc or rl circuit.  obtain the circuit forced response to constant inputs. obtain the circuit solution to multiple switching operations. understand the natural response of rlc circuits and the distinction between over damped, critically damped and under damped responses.  understand the concept of sinusoidal steady state, phasor, and impedance. solve a circuit in the sinusoidal steady state and find the voltage and current phasors.  understand the passive filter use various combinations of resistors, capacitors, and inductors. iii. methods of instructions classroom instruction consists of lectures and practical problem solving, supplemented by visual aids designed to assist the student to successfully meet the course’s learning objectives. iv. attendance procedure comply with academic rules. v. methods of evaluation mid test 30% final test 40% others 30% syllabus tif101 hal. 4/6 vi. course outline week topic voltage, current, and resistance i  atomic structure  electrical charge  voltage, current, and resistance  the electric circuit and measurement  electrical safety ohm’s law ii  the relationship of current, voltage, and resistance  current, voltage, and resistance calculations  introduction to troubleshooting energy and power iii  energy and power  power in an electric circuit  resistor power ratings  energy conversion and voltage drop in resistance  power supplies and batteries series circuits iv  resistors in series  total series resistance  current in a series circuit  application of ohm's law  voltage sources in series  kirchhoff's voltage law  voltage dividers  power in series circuits  voltage measurements  troubleshooting home work week topic ref. assignment problem 6, 7, voltage, current, and chapter 2 8, 9, 10, 14, i resistance page 20 19, 24, 35, 37 problem 5,7, chapter 3 8, 9, 11, 17, ii ohm’s law page 75 18, 27, 33, 38 iii energy and power chapter 4 problem 11, syllabus tif101 hal. 5/6 page 100 12, 13,14, 19, 23, 28, 30, 35, 37 problem 3, chapter 5 12, 16, 29, iv series circuits page 122 33, 35, 37, 44, 47, 51 problem 2, 7, chapter 6 12, 19, 25, v parallel circuits page 178 33, 35, 42, 43, 45 problem 3, 6, chapter 7 11, 15, 27, vi series parallel circuits page 231 30, 35, 41, 48, 51 problem 2, 4, magnetism and chapter 10 6, 8, 9, 11, vii electromagnetism page 376 15, 18, 25, 29 mid semester test problem 3, 7, introduction to alternating chapter 11 10, 15, 21, viii current and voltage page 420 24, 29, 33, 35, 39 problem 1, 5, chapter 12 10, 14, 21, ix capacitors page 484 26, 31, 38, 43, 44 problem 3, 4, chapter 13 6, 8, 11, 14, x inductors page 544 21, 22, 33, 34 problem 19, chapter 15 23, 26, 28, xi rc circuits page 623 37, 43, 45, 49, 53, 61 problem 1, 3, chapter 16 8, 9, 17, 21, xii rl circuits page 701 29, 34, 39, 43 problem 2, 5, chapter 17 8, 13, 17, 19, xiii rlc circuits and resonance page 751 25, 26, 32, 39 problem 1, 2, chapter 18 3, 4, 5, 14, xiv passive filters page 803 18, 19, 22, 27 final semester test syllabus tif101 hal. 6/6"
Copy of FTK111 Kalkulus 1.pdf,FTK111,Kalkulus 1,course_description,"mata kuliah ini dimaksudkan untuk memberi kemampuan pada mahasiswa tentang konsep – konsep matematika mengenai limit fungsi, kekontinuan turunan, fungsi transenden , integral tentu dan tak tentu, definisi, sifat sifat dan teorema terkait beserta aplikasinya serta mampu menerapkannya dalam penyelesaian soal. materi perkuliahan meliputi limit fungsi dan kekontinuan; definisi, sifat sifat dan rumus – rumus turunan beserta aplikasinya; definisi dan sifat – sifat fungsi transenden beserta aplikasinya; definisi, sifat sifat, rumus – rumus integral tak tentu dan integral tentu."
Copy of FTK111 Kalkulus 1.pdf,FTK111,Kalkulus 1,methods_instruction,"/metode pembelajaran instruksi kelas online terdiri dari ceramah dan pemecahan masalah praktis, dilengkapi dengan alat bantu visual yang dirancang untuk membantu siswa untuk berhasil memenuhi tujuan program pembelajaran."
Copy of FTK111 Kalkulus 1.pdf,FTK111,Kalkulus 1,course_outline,"targeted session topic & sub topics & duration material references assessment indicators competencies (sesi) (materi pembelajaran) (bentuk & durasi (sumber pembelajaran) (indikator penilaian) (kemampuan akhir) pembelajaran) william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. mahasiswa mampu hass; thomas’ calculus 12th memahami dan ed.; pearson education, mahasiswa mampu memahami memecahkan masalah topic introduction inc., 2010 dan memecahkan masalah pada pada materi materi specific sub topics materi – 100 menit b. h. anton, i. c. bivens, fungsi fungsi 1 fungsi diskusi kasus – 30 menit and s. davis. calculus late a. penjelasan  penjelasan fungsi a. penjelasan fungsi tugas 20 menit transcendentals. john fungsi  menggunakan fungsi b. menggunakan fungsi wiley & sons, inc., 8th ed., b. menggunakan  2010 fungsi schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. hass; thomas’ calculus 12th mahasiswa mampu ed.; pearson education, memahami dan mahasiswa mampu memahami topic sight distance inc., 2010 memecahkan masalah dan memecahkan masalah pada specific sub topics b. h. anton, i. c. bivens, materi – 100 menit pada materi materi 2 fungsi diskusi kasus – 30 menit and s. davis. calculus late fungsi fungsi fungsi trigonometri tugas 20 menit transcendentals. john a. fungsi c. fungsi trigonometri review exercises wiley & sons, inc., 8th ed., trigonometri d. review exercises 2010 b. review exercises schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, mahasiswa mampu maurice d. weir, joel r. memahami dan topic horizontal alignment mahasiswa mampu memahami memecahkan masalah hass; thomas’ calculus 12th specific sub topics dan memecahkan masalah pada pada materi ed.; pearson education, limit materi limit materi – 100 menit inc., 2010 limit a. gambaran tentang a. gambaran 3 diskusi kasus – 30 menit b. h. anton, i. c. bivens, d. gambaran tentang limit limit tentang limit tugas 20 menit and s. davis. calculus late e. definisi limit b. definisi limit b. definisi limit transcendentals. john f. teknik menghitung nilai c. teknik menghitung c. teknik wiley & sons, inc., 8th ed., limit nilai limit menghitung nilai 2010 limit schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. mahasiswa mampu hass; thomas’ calculus 12th mahasiswa mampu memahami topic horizontal alignment memahami dan ed.; pearson education, dan memecahkan masalah pada memecahkan masalah specific sub topics materi inc., 2010 materi – 100 menit pada materi limit limit 4 diskusi kasus – 30 menit b. h. anton, i. c. bivens, limit a. ketidaktentuan pada c. ketidaktentuan pada tugas 20 menit and s. davis. calculus late a. ketidaktentuan limit limit transcendentals. john pada limit b. limit tak hingga d. limit tak hingga wiley & sons, inc., 8th ed., b. limit tak hingga 2010 schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, mahasiswa mampu maurice d. weir, joel r. topic horizontal alignment memahami dan mahasiswa mampu memahami hass; thomas’ calculus 12th memecahkan masalah specific sub topics dan memecahkan masalah pada ed.; pearson education, pada materi materi inc., 2010 limit materi – 100 menit limit limit 5 a. kontinuitas diskusi kasus – 30 menit b. h. anton, i. c. bivens, d. kontinuitas a. kontinuitas tugas 20 menit and s. davis. calculus late b. precise e. precise definitions of b. precise definitions of transcendentals. john definitions of limits limits wiley & sons, inc., 8th ed., limits f. review exercises c. review exercises 2010 c. review exercises schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 mahasiswa mampu topic horizontal alignment george b. thomas, memahami dan mahasiswa mampu memahami memecahkan masalah specific sub topics maurice d. weir, joel r. dan memecahkan masalah pada pada materi turunan hass; thomas’ calculus 12th materi turunan turunan a. pengenalan terhadap ed.; pearson education, a. pengenalan d. pengenalan terhadap turunan inc., 2010 materi – 100 menit terhadap turunan 6 b. aturan aturan pada diskusi kasus – 30 menit b. h. anton, i. c. bivens, turunan e. aturan aturan pada turunan tugas 20 menit and s. davis. calculus late b. aturan aturan turunan c. peraturan hasil dan transcendentals. john pada turunan f. peraturan hasil dan pembagian wiley & sons, inc., 8th ed., c. peraturan hasil pembagian 2010 dan pembagian schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, mahasiswa mampu topic horizontal alignment mahasiswa mampu memahami maurice d. weir, joel r. memahami dan specific sub topics dan memecahkan masalah pada memecahkan masalah hass; thomas’ calculus 12th turunan materi pada materi ed.; pearson education, turunan a. turunan fungsi turunan inc., 2010 materi – 100 menit d. turunan fungsi trigonometri a. turunan fungsi 7 diskusi kasus – 30 menit b. h. anton, i. c. bivens, trigonometri b. turunan sebagai nilai trigonometri tugas 20 menit and s. davis. calculus late e. turunan sebagai nilai peubah b. turunan sebagai transcendentals. john peubah c. aturan rantai nilai peubah wiley & sons, inc., 8th ed., f. aturan rantai c. aturan rantai 2010 schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 mid semester examination william l. briggs, lyle cochran. calculus 3rd ed. mahasiswa mampu pearson. 2011 memahami dan mahasiswa mampu memahami topic horizontal alignment george b. thomas, memecahkan masalah dan memecahkan masalah pada specific sub topics maurice d. weir, joel r. pada materi materi turunan hass; thomas’ calculus 12th materi – 100 menit turunan turunan 8 implicit differentiation diskusi kasus – 30 menit ed.; pearson education, a. implicit d. implicit differentiation related rates tugas 20 menit inc., 2010 differentiation e. related rates review exercises b. h. anton, i. c. bivens, b. related rates f. review exercises and s. davis. calculus late c. review exercises transcendentals. john wiley & sons, inc., 8th ed., 2010 schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, mahasiswa mampu maurice d. weir, joel r. memahami dan hass; thomas’ calculus 12th memecahkan masalah topic vertical alignment mahasiswa mampu memahami ed.; pearson education, pada materi specific sub topics dan memecahkan masalah pada inc., 2010 penerapan fungsi penerapan fungsi turunan materi b. h. anton, i. c. bivens, turunan materi – 100 menit penerapan fungsi turunan nilai minimum dan 9 a. nilai minimum diskusi kasus – 30 menit and s. davis. calculus late a. nilai minimum dan maksimum tugas 20 menit transcendentals. john dan maksimum maksimum what derivatives tell wiley & sons, inc., 8th ed., b. what b. what derivatives tell us us 2010 derivatives tell c. fungsi grafis fungsi grafis schaums outline of us theory and problems of c. fungsi grafis differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 mahasiswa mampu george b. thomas, memahami dan maurice d. weir, joel r. memecahkan masalah hass; thomas’ calculus 12th mahasiswa mampu memahami pada materi topic vertical alignment ed.; pearson education, dan memecahkan masalah pada penerapan fungsi specific sub topics inc., 2010 materi penerapan fungsi turunan turunan materi – 100 menit b. h. anton, i. c. bivens, penerapan fungsi turunan 10 a. masalah masalah optimasi diskusi kasus – 30 menit and s. davis. calculus late a. masalah optimasi optimasi pendekatan linier dan tugas 20 menit transcendentals. john b. pendekatan linier dan diferensial wiley & sons, inc., 8th ed., b. pendekatan diferensial linier dan teori nilai mutlak 2010 c. teori nilai mutlak schaums outline of diferensial theory and problems of c. teori nilai differential and integral mutlak calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. mahasiswa mampu topic vertical alignment hass; thomas’ calculus 12th memahami dan specific sub topics mahasiswa mampu memahami memecahkan masalah ed.; pearson education, dan memecahkan masalah pada mahasiswa mampu memahami pada materi materi dan memecahkan masalah pada inc., 2010 materi – 100 menit penerapan fungsi penerapan fungsi turunan materi 11 diskusi kasus – 30 menit b. h. anton, i. c. bivens, turunan penerapan fungsi turunan a. dalil l’hopital’s tugas 20 menit and s. davis. calculus late a. dalil l’hopital’s a. dalil l’hopital’s b. anti derivatif transcendentals. john b. anti derivatif b. anti derivatif c. review exercises wiley & sons, inc., 8th ed., c. review exercises review exercises 2010 schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, mahasiswa mampu maurice d. weir, joel r. memahami dan hass; thomas’ calculus 12th mahasiswa mampu memahami memecahkan masalah topic vertical alignment ed.; pearson education, dan memecahkan masalah pada pada materi specific sub topics materi inc., 2010 integrasi integrasi integrasi b. h. anton, i. c. bivens, a. menghitung materi – 100 menit a. menghitung luas area a. menghitung luas area 12 diskusi kasus – 30 menit and s. davis. calculus late luas area dibawah kurva dibawah kurva tugas 20 menit transcendentals. john dibawah kurva b. integral tertentu b. integral tertentu wiley & sons, inc., 8th ed., b. integral tertentu teorema fundamental c. teorema fundamental 2010 c. teorema kalkulus kalkulus schaums outline of fundamental theory and problems of kalkulus differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. hass; thomas’ calculus 12th ed.; pearson education, inc., 2010 mahasiswa mampu b. h. anton, i. c. bivens, memahami dan mahasiswa mampu memahami memecahkan masalah and s. davis. calculus late dan memecahkan masalah pada integrasi pada materi materi materi – 100 menit transcendentals. john a. menggunakan integral integrasi integrasi 13 diskusi kasus – 30 menit wiley & sons, inc., 8th ed., a. menggunakan b. aturan subtitusi a. menggunakan integral tugas 20 menit 2010 review exercises integral b. aturan subtitusi schaums outline of b. aturan subtitusi c. review exercises theory and problems of c. review exercises differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 william l. briggs, lyle cochran. calculus 3rd ed. pearson. 2011 george b. thomas, maurice d. weir, joel r. hass; thomas’ calculus 12th ed.; pearson education, inc., 2010 b. h. anton, i. c. bivens, and s. davis. calculus late materi – 100 menit transcendentals. john 14 review all topics review diskusi kasus – 30 menit wiley & sons, inc., 8th ed., all indicators tugas 20 menit 2010 schaums outline of theory and problems of differential and integral calculus third edition, frank ayres, jr, ph.d. and elliott mendelson, ph.d. james, stewart. single variable calculus early transcendentals. 2020 final examination"
Copy of TIF107 Pengantar Teknologi Informasi.pdf,TIF107,Pengantar Teknologi Informasi,course_description,"this course is aimed to give students the fundamental understanding about information technology. the introduction started from the history of information technology developments, hardware, software, usage and implementations, related issues and trend & innovation in information technology."
Copy of TIF107 Pengantar Teknologi Informasi.pdf,TIF107,Pengantar Teknologi Informasi,course_objectives," demonstrate understanding of the fundamental aspect of hardware, software and how the systems formed.  demonstrate understanding the usage of computers and application programs to benefit of human being.  demonstrate competency in the fundamentals of algorithm, programming, and problem solving.  demonstrate competency in the usage of networks, internet, web and its security  demonstrate understanding of issues and future development related to information technology."
Copy of TIF107 Pengantar Teknologi Informasi.pdf,TIF107,Pengantar Teknologi Informasi,methods_instruction,class review questions to be completed in the class or as homework. class review questions. these include short answers (s.a.) and case study (c.s.) to provide feedback of the students’ understanding topic by topic. mid test and final test. these written tests will evaluate the students’ level of knowledge and skills on this course.
Copy of TIF107 Pengantar Teknologi Informasi.pdf,TIF107,Pengantar Teknologi Informasi,course_outline,"this section should show topics, sub topics, specific method of instruction/ delivery and material references. session topic & sub topics methods of delivery material references [1], chapter 1 1 introducing today’s technologies connecting and communicating [1], chapter 2 2 online [1], chapter 3 3 computer and mobile devices programs and apps [1], chapter 4 4 digital security, ethics, and privacy [1], chapter 5 5 computing components [1], chapter 6 6 input and output [1], chapter 7 7 middle semester test digital storage [1], chapter 8 8 operating systems [1], chapter 9 9 syllabus hal. 3/3 session topic & sub topics methods of delivery material references communicating digital content [1], chapter 10 10 building solutions database [1], chapter 11 11 building solutions system, and [1], chapter 11 12 application development tools working in the enterprise [1], chapter 12 13 review 14 final semester test dipersiapkan oleh (prepared by ) disahkan oleh (certified by) nama (name) nama (name) jabatan (position) iwan adhicandra jabatan (position) [ketua program studi] tanggal (date) tanggal (date)"
Copy of UNI104 English for Academic Purposes 1.pdf,UNI104,English for Academic Purposes 1,course_description,"english for academic purposes 1 is designed for university level, the guided practice necessary to develop sentence patterns of written english in their simple and expanded forms and in the major transformations of those forms. the approach of eap 1 course is practical, emphasizing that writing skills are essential for career advancement and that writing is a vital part of many jobs. each unit has various topics focusing to more academic writing styles. the topics introduced sequentially, moving from the fundamentals of writing (paragraphing, sentence structure) to shorter assignments (business letter) to more complex forms of academic writing (quotations, paraphrasing, summarizing, and journalism)."
Copy of UNI104 English for Academic Purposes 1.pdf,UNI104,English for Academic Purposes 1,methods_instruction,/metode pembelajaran this courses will be conducted by general teaching (gt) that combine with a “student centered learning” (scl) method and case study. class will be started with a speaking activity. the course will give more attention on the student learning process by using many discussions on the topic that we provide.
Copy of UNI104 English for Academic Purposes 1.pdf,UNI104,English for Academic Purposes 1,course_outline,"this section should show the targeted competencies, topics, sub topics, specific method of instruction/ delivery, material references, and assessment indicators for each session. session targeted competencies topic & sub topics forms of instruction & material references assessment cpl duration indicators (sesi) (kemampuan akhir) (materi (sumber pembelajaran) (bentuk & durasi pembelajaran) (indikator pembelajaran) penilaian)  able to understand chapter 1 p.1s9 the skills to be p5 achieved through this paragraph structure course personality  able to talking about talking about discussion (in group) 1 personality personality individual work  able to write paragraph paragrafraphs in vocabulary check english  able to check vocabulary able to do skimming skimming and chapter 2 p.10s9 scanning  ku27 and scanning related to discussion (in pair) social problems kk54 current issues individual work 2 school problems role play improving your case study reading skill vocabulary check able to make paragraph chapter 3 p.20s9 development paragraphs with the p5 discussion (in group) 3 the best of correct arrangement individual work ku27 everything islands session targeted competencies topic & sub topics forms of instruction & material references assessment cpl duration indicators (sesi) (kemampuan akhir) (materi (sumber pembelajaran) (bentuk & durasi pembelajaran) (indikator pembelajaran) penilaian) paragraph development vocabulary check 4 able to make writing writing an discussion (in pair) chapter 4 p.28s9 argument  individual work arguments in english p5 gender roles ku27 agree or disagree writing an argument vocabulary check 5 able to quote an article quotations  chapter 5 p.35s9 discussion (in group) success individual work p5 computer ku27 quotations vocabulary check 6 able to identify documenting discussion (in group) chapter 6 p.45s9 sources  individual work document sources p5 travelling ku27 label the map documenting sources vocabulary check 7 presentation s9 p5 ku27 mid semester examination s9 p5 session targeted competencies topic & sub topics forms of instruction & material references assessment cpl duration indicators (sesi) (kemampuan akhir) (materi (sumber pembelajaran) (bentuk & durasi pembelajaran) (indikator pembelajaran) penilaian) ku27 kk54 8 able to paraphrase an paraphrase  discussion (in pair) chapter 9 p.60s9 challenge and individual work article p5 accomplishment ku27 music 103 paraphrasing vocabulary check 9 able to understand summarizing  discussion (in group) chapter 10 p.70s9 excuses and lies individual work summary properly kk54 model of tourism role play ku27 vocabulary check case study 10 able toa make resume, resumes, cvs, cover discussion (in pair) chapter 11 p.81s9 letter individual work cvs, and cover letter p5 employment issues role play kk54 interview letter resumes, cvs, cover letter vocabulary check 11 able to understand the composition  discussion (in pair) chapter 12 p.91s9 government individual work composition of writing p5 spending ku27 examiner & candidate writing a composition vocabulary check 12 able to understand business letter  discussion (in pair) chapter 13 p.99s9 stress individual work session targeted competencies topic & sub topics forms of instruction & material references assessment cpl duration indicators (sesi) (kemampuan akhir) (materi (sumber pembelajaran) (bentuk & durasi pembelajaran) (indikator pembelajaran) penilaian) business letter bali role play p5 business letter case study ku27 vocabulary check 13 able to understand academic and discussion (in group) chapter 14 p.112s9 journalistic writing  individual work academic dan p5 tv program journalistic writing ku27 sinclair electrical services journalism vocabulary check 14 presentation s9 p5 ku27 final examination s9 p5 ku27 kk54 form rancangan tugas mahasiswa (rtm) f ehb 02 universitas bakrie no form f ehb 02 fakultas ftik tgl form 23 feb 2022 program studi information system revform  periode 22231"
Copy of FTK101 Algoritma & Pemrograman.pdf,FTK101,Algoritma & Pemrograman,course_description,this course is aimed to give students knowledge and skills on how to design the logic of computer programming within structural conventions by using algorithms and their practical implementation in the forms of flowcharts
Copy of FTK101 Algoritma & Pemrograman.pdf,FTK101,Algoritma & Pemrograman,course_objectives,"upon completion of the course the student should be able to  this course uses a language independent approach to teach programming concepts and problem solving skills, without assuming any previous programming experience. apply flowcharts to demonstrate competency of problem – solving skills. understand the fundamental topics such as data types, variables, input, output, control structures, modules, functions, arrays, and files are covered as well as object oriented concepts, gui development, and event driven programming."
Copy of FTK101 Algoritma & Pemrograman.pdf,FTK101,Algoritma & Pemrograman,methods_instruction,"classroom instruction consists of lectures and practical problem solving, supplemented by visual aids designed to assist the student to successfully meet the course’s learning objectives."
