source_file,course_code,course_name,section,extracted_text
Copy of UNI102 Agama.pdf,UNI102,Agama,course_description,"the islamic studies course, which is part of the religion (religion) course, is included in the personality development course (character building). as a personality development course, islamic studies is not only oriented towards enriching islamic knowledge which includes various aspects, such as aspects of teaching sources, history, theology, philosophy, morals, rituals, law, economics, and the contact of islam with modernity, but also encourages students to to live and practice the practical aspects of the teachings of islam. this course will lead students to have an inclusive, open, and tolerant religious attitude towards differences of opinion that exist within the muslim community as well as respect and cooperate with followers of other religions to build a more peaceful, harmonious, just, and prosperous world. .."
Copy of UNI102 Agama.pdf,UNI102,Agama,course_objectives,"studi islam 1 kompetensi yang diharapkan kontrak belajar penjelasan singkat pokok pokok bahasan studi islam. topic manusia dan agama  ceramah interaktif  robertson, roland. interpretasi  diskusi sosial atas agama. jakarta sub topics rajawali, pengertian agama dan tujuan  nasution, harun. islam ditinjau beragama dari berbagai aspeknya, jakarta mengapa manusia membutuhkan ui press, agama  nottingham, elizabeth k. agama 2 dimensi dimensi agama dan masyarakat, jakarta fungsi agama bagi masyarakat rajawali, modern  puspito, hendro. sosiologi agama. jakarta kanisius,  smart, ninian. the world’s religions. cambridge university press. topic islam sebagai agama dunia  ceramah interaktif  al faruqi, ismail r dan al faruqi, 3  diskusi lois lamya, atlas budaya sub topics  aktif debat menjelajah khazanah dan session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) pengertian islam  role play peradaban gemilang. bandung aqidah, syari’ah, dan akhlaq mizan, prinsip prinsip universalisme islam  dahlan, azis, “akidah,” dalam taufik abdullah, ensiklopedi tematis dunia islam, jakarta ichtiar baru van hoeve,  nasution, harun. islam ditinjau dari berbagai aspeknya, jakarta ui press,  rakhmat, jalaluddin, islam dan pluralisme, jakarta serambi,  _____, dahulukan akhlak di atas fiqih, bandung mizan,  syarifuddin, amir, ushul fiqh, jil. i, jakarta logos wacana ilmu, 4 topic sumber ajaran islam al qur’an  ceramah interaktif  taufik adnan amal, “al qur’an,” dan hadits  diskusi dalam ensiklopedi tematis dunia sub topics  role play islam akar dan awal, jilid 1, pengertian, sejarah, fungsi, dan jakarta ichtiar baru van hoeve,  reading assignment kedudukan al qur’an tema tema pokok dan tafsir al  muhammad quraish shihab, qur’an membumikan al qur’an fungsi pengertian, sejarah, fungsi, dan dan peran wahyu dalam kedudukan al hadis kehidupan masyarakat. signifikansi al qur’an dan al hadis  abuddin nata, al qur’an dan dalam kehidupan modern hadits dirasah islamiyah i.  harun nasution, islam ditinjau dari berbagai aspeknya, jilid session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran)  ismail raji al faruqi, cultural atlas of islam (atlas budaya islam), bandung mizan,  azyumardi azra, historiografi islam kontemporer, jakarta gramedia,  ahmad qodri abdillah azizy, “hadis dan sunah,” dalam ensiklopedi tematis dunia islam akar dan awal, jilid  m.m. abu syuhbah, kutubus sittah, surabaya pustaka progressif, 5 topic aspek hukum dalam islam  ceramah interaktif  abdillah, masykuri, “ pertum sub topics  diskusi buhan ilmu fiqh, ushul fiqh, dan pengertian syari’ah dan fiqh.  role play qawaid fiqhiyyah,” dalam sumber sumber hukum islam al mimbar agama & budaya, vol. qur’an, al sunnah, dan ijtihad. xvii, no. 3, madzhab madzhab hukum dalam  ashshiddieqy, t.m. hasbi, islam. pengantar ilmu fiqh. jakarta cv hukum islam dan masalah mulya, kontemporer.  ahmad, zainal abidin, ushul fiqh. jakarta bulan bintang, 1974  zein, satria effendi muh., “usul fikih,” dalam ensiklopedi tematis dunia islam ajaran. jakarta ikhtiar baru van houve, 2002 session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) 6 topic aspek ibadah dalam islam  ceramah interaktif  hasanuddin af, “fikih ibadah,” sub topics  diskusi dalam ensiklopedi tematik dunia pengertian dan fungsi ritual/ibadah. islam ajaran (jakarta ichtiar shalat, zakat, puasa, dan haji. baru van houve, 2002). praktek tilawah dan ibadah.  ahmad azharudin latif dkk., pengantar fiqh (jakarta psw uin jakarta, 2005).  harun nasution, islam ditinjau dari berbagai aspeknya, jilid i (jakarta ui press, 1985).  t.m. hasbi ashshiddieqy, pengantar ilmu fiqh (jakarta cv mulya, 1967) mid semester examination 7 topic sejarah peradaban islam  seminar/diskusi  philip k. hitti, history of the sub topics  aktif debat arabs, london macmillan press, sejarah peradaban islam masa nabi  role play 1970 muhammad dan khulafa al rasyidin  badri yatim, sejarah peradaban masa kejayaan dan kemunduran daulah islam, jakarta rajagrafindo islamiyah masa klasik persada, 2006 peradaban islam masa turki usmani,  mukti ali, islam dan sekularisme mughal dan shafawi di turki usmani, jakarta kolonialisme barat di dunia islam dan djambatan, 1994 munculnya negara islam modern  binnaz toprak, islam and political development in turkey, leiden e.j.brill, 1981  ismail r. al faruqi dan lois lamya al faruqi, atlas budaya menjelajah khazanah dan peradaban gemilang, bandung session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) mizan,8 topic aspek teologi/kalam  seminar/diskusi  nasution, harun, islam ditinjau sub topic  aktif debat dari berbagai aspeknya, jilid i pengertian teologi/kalam  role play dan ii, ui press, jakarta, tema tema pokok dalam teologi  nurdin, m. amin dan fauzi, afifi islam (eds.), sejarah pemikiran islam signifikansi teologi islam dalam teologi/i. kalam, jilid i dan ii, masyarakat muslim modern jakarta pustaka antara, isu isu teologi islam kontemporer  faruqi, ismail dan faruki, l. lois, lingkungan atlas budaya islam, bandung  kemiskinan mizan, jakarta, gender, dll  nasr, seyyed hossein, dan oliver leaman, ensiklopedi tematis filsafat islam, bandung mizan,  dahlan, abdul azis, “falsafat”, dalam ensiklopedi dunia islam, jakarta ichtiar baru.  tim penulis iain syarif hidayatullah, ensiklopedi islam indonesia, jakarta djambatan, 9 topic aspek politik  seminar/diskusi  antony black, pemikiran politik sub topic  aktif debat islam, dari masa nabi hingga masa kini, serambi, 2001 “good governance” dalam islam reading assignment  john l esposito, islam and politic dinamika politik islam (revised, second edition), kompabilitas islam atas demokrasi syracuse university press dan isu isu kontemporer  pulungan ,ma dan dr.j.suyuthi.fiqh session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) siyasah ajaran sejarah dan pemikiran.jakarta pt.raja grafindo persada.  saiful mujani. muslim demokrat islam, budaya demokrasi, dan partisipasi politik di indonesia pasca orde baru. jakarta pt. gramedia pustaka utama 10 topic akhlak dan tasawuf dalam islam  seminar/diskusi  affandi mukhtar, akhlak, dalam sub topic  aktif debat ensiklopedi tematik dunia islam, pengertian etika, akhlak dan tasawuf jakarta ichtiar baru van houve, aspek akhlak dalam al qur’an dan hadis  asmaraman, pengantar studi ajaran ajaran dalam tasawuf akhlak, jakarta rajagrafindo problem moralitas dan praktek persada, 1994 tasawuf dalam kehidupan modern  harun nasution, falsafat dan mistisisme dalam islam, jakarta bulan bintang, 1978  kautsar azhari noer, tasawuf, dalam ensiklopedi tematik dunia islam, jakarta ichtiar baru van houve, 2002  k. bertens, etika, jakarta gramedia pustaka utama, 1997  yunahar ilyas, kuliah akhlak, yogyakarta pustaka pelajar, 2001 11 topic science dalam islam  seminar/diskusi  al attas, syed muhammad sub topic  aktif debat naquib, islam dan filsafat session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) wacana al qur’an tentang sains sains. terjemahan oleh saiful pembagian ilmu pengetahuan dalam muzani dari islam and the islam philosophy of science. kontribusi intelektual muslim dalam bandung mizan, pengembangan sains  baiquni, ahmad, al qur'an, ilmu pengetahuan` dan teknologi. jakarta dana bhaktu wakaf,  bucaille, maurice, bibel, quran, dan sains modern. terjemahan oleh h.m. rasyidi dari la bible la coran et la science (1976). jakarta bulan bintang,  harun yahya, pustaka sains populer islami, tatacipta dirgantara, trjm. bandung dzikra,  zar, sirajuddin, konsep penciptaan alam dalam pemikiran islam, sains, dan al quran. jakarta pt rajagrafindo persada, 12 topic aspek ekonomi dan enterpreneurship  seminar/diskusi  tim pusat pengkajian dan  aktif debat pengembangan ekonomi uii dan sub topic  reading assignment bank indonesia, ekonomi islam, pengertian, sejarah, dan prinsip jakarta rajawali, 2008 ekonomi islam  adiwarman azwar karim, lembaga lembaga ekonomi islam sejarah pemikiran ekonomi etos kerja dan enterpreneurship islam, cet. ketiga, jakarta raja dalam islam grafindo persada, 2004 session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) etika bisnis dalam islam  adiwarman karim, ekonomi penerapan ekonomi islam di makro islami, jakarta the indonesia peluang dan tantangan international institute of islamic thught, 2002  irfan abu bakar, bunga bank sama dengan riba? masalah tentang riba dalam al qur’an dan al sunnah, jakarta pusat bahasa dan budaya (pbb) uin dan konrad adenaur sifftung (kas), 2003  ahmad muhammad al assal dan fathi ahmad abdul karim, sistem, prinsip dan tujuan ekonomi islam, terj. imam saefudin, bandung pustaka setia, 13 topic islam di indonesia  seminar/diskusi  nurcholish madjid, islam sub topic  aktif debat doktrin dan peradaban. kedatangan islam di indonesia  role play  fachry ali dan bahtiar effendy, kerajaan islam nusantara merambah jalan baru islam. gerakan gerakan islam abad 19 dan  m. abdul mannan, ekonomi 20 di indonesia islam teori dan praktek. gerakan gerakan islam kontemporer  badri yatim, sejarah peradaban islam.  hasan asari, menyingkap zaman keemasan islam  azyumardi azra, jaringan ulama, timur tengah dan kepulauan nusantara abad xvii dan xviii, session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) bandung mizan, 1998  muhammad hasan al aydrus, penyebaran islam di asia tenggara, jakarta lentera basritama,  hasjmi, sejarah masuk dan berkembangnya islam di indonesia, bandung al ma’arif, 1989 musyrifah sunanto, sejarah peradaban islam indonesia. 14 topic realitas masyarakat muslim di  seminar/diskusi  ahmad muhammad al assal indonesia  aktif debat dan fathi ahmad abdul karim, sub topic  role play sistem, prinsip dan tujuan realitas sosial budaya ekonomi islam, terj. imam realitas ekonomi saefudin, bandung pustaka realitas politik setia, solusi bagi problem sosial politik  john l esposito, islam and ekonomi dan budaya umat islam di politic (revised, second indonesia edition), syracuse university press  madjid, nurcholish, . islam doktrin dan peradaban. jakarta paramadina, .  noer, deliar, gerakan modern islam di indonesia 1900 1942, jakarta, lp3es,  samuel p huntington, the clash of the civilization and the remaking of world order, the session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) free press,final examination form rancangan tugas mahasiswa (rtm) f ehb 02 universitas bakrie no form f ehb 02 fakultas ftik tgl form 23 feb 2022 program studi information system revform  periode 20211"
Copy of UNI102 Agama.pdf,UNI102,Agama,methods_instruction,/metode pembelajaran  interactive lectures  case study  seminar/discussion  active debate  role play  reading assignments  film critique  others
Copy of UNI102 Agama.pdf,UNI102,Agama,course_outline,"this section should show the targeted competencies, topics, sub topics, specific method of instruction/ delivery, material references, and assessment indicators for each session. session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) topic pengantar perkuliahan  ceramah interaktif sub topics tanya jawab deskripsi mata kuliah tujuan pembelajaran studi islam 1 kompetensi yang diharapkan kontrak belajar penjelasan singkat pokok pokok bahasan studi islam. topic manusia dan agama  ceramah interaktif  robertson, roland. interpretasi  diskusi sosial atas agama. jakarta sub topics rajawali, pengertian agama dan tujuan  nasution, harun. islam ditinjau beragama dari berbagai aspeknya, jakarta mengapa manusia membutuhkan ui press, agama  nottingham, elizabeth k. agama 2 dimensi dimensi agama dan masyarakat, jakarta fungsi agama bagi masyarakat rajawali, modern  puspito, hendro. sosiologi agama. jakarta kanisius,  smart, ninian. the world’s religions. cambridge university press. topic islam sebagai agama dunia  ceramah interaktif  al faruqi, ismail r dan al faruqi, 3  diskusi lois lamya, atlas budaya sub topics  aktif debat menjelajah khazanah dan session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) pengertian islam  role play peradaban gemilang. bandung aqidah, syari’ah, dan akhlaq mizan, prinsip prinsip universalisme islam  dahlan, azis, “akidah,” dalam taufik abdullah, ensiklopedi tematis dunia islam, jakarta ichtiar baru van hoeve,  nasution, harun. islam ditinjau dari berbagai aspeknya, jakarta ui press,  rakhmat, jalaluddin, islam dan pluralisme, jakarta serambi,  _____, dahulukan akhlak di atas fiqih, bandung mizan,  syarifuddin, amir, ushul fiqh, jil. i, jakarta logos wacana ilmu, 4 topic sumber ajaran islam al qur’an  ceramah interaktif  taufik adnan amal, “al qur’an,” dan hadits  diskusi dalam ensiklopedi tematis dunia sub topics  role play islam akar dan awal, jilid 1, pengertian, sejarah, fungsi, dan jakarta ichtiar baru van hoeve,  reading assignment kedudukan al qur’an tema tema pokok dan tafsir al  muhammad quraish shihab, qur’an membumikan al qur’an fungsi pengertian, sejarah, fungsi, dan dan peran wahyu dalam kedudukan al hadis kehidupan masyarakat. signifikansi al qur’an dan al hadis  abuddin nata, al qur’an dan dalam kehidupan modern hadits dirasah islamiyah i.  harun nasution, islam ditinjau dari berbagai aspeknya, jilid session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran)  ismail raji al faruqi, cultural atlas of islam (atlas budaya islam), bandung mizan,  azyumardi azra, historiografi islam kontemporer, jakarta gramedia,  ahmad qodri abdillah azizy, “hadis dan sunah,” dalam ensiklopedi tematis dunia islam akar dan awal, jilid  m.m. abu syuhbah, kutubus sittah, surabaya pustaka progressif, 5 topic aspek hukum dalam islam  ceramah interaktif  abdillah, masykuri, “ pertum sub topics  diskusi buhan ilmu fiqh, ushul fiqh, dan pengertian syari’ah dan fiqh.  role play qawaid fiqhiyyah,” dalam sumber sumber hukum islam al mimbar agama & budaya, vol. qur’an, al sunnah, dan ijtihad. xvii, no. 3, madzhab madzhab hukum dalam  ashshiddieqy, t.m. hasbi, islam. pengantar ilmu fiqh. jakarta cv hukum islam dan masalah mulya, kontemporer.  ahmad, zainal abidin, ushul fiqh. jakarta bulan bintang, 1974  zein, satria effendi muh., “usul fikih,” dalam ensiklopedi tematis dunia islam ajaran. jakarta ikhtiar baru van houve, 2002 session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) 6 topic aspek ibadah dalam islam  ceramah interaktif  hasanuddin af, “fikih ibadah,” sub topics  diskusi dalam ensiklopedi tematik dunia pengertian dan fungsi ritual/ibadah. islam ajaran (jakarta ichtiar shalat, zakat, puasa, dan haji. baru van houve, 2002). praktek tilawah dan ibadah.  ahmad azharudin latif dkk., pengantar fiqh (jakarta psw uin jakarta, 2005).  harun nasution, islam ditinjau dari berbagai aspeknya, jilid i (jakarta ui press, 1985).  t.m. hasbi ashshiddieqy, pengantar ilmu fiqh (jakarta cv mulya, 1967) mid semester examination 7 topic sejarah peradaban islam  seminar/diskusi  philip k. hitti, history of the sub topics  aktif debat arabs, london macmillan press, sejarah peradaban islam masa nabi  role play 1970 muhammad dan khulafa al rasyidin  badri yatim, sejarah peradaban masa kejayaan dan kemunduran daulah islam, jakarta rajagrafindo islamiyah masa klasik persada, 2006 peradaban islam masa turki usmani,  mukti ali, islam dan sekularisme mughal dan shafawi di turki usmani, jakarta kolonialisme barat di dunia islam dan djambatan, 1994 munculnya negara islam modern  binnaz toprak, islam and political development in turkey, leiden e.j.brill, 1981  ismail r. al faruqi dan lois lamya al faruqi, atlas budaya menjelajah khazanah dan peradaban gemilang, bandung session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) mizan,8 topic aspek teologi/kalam  seminar/diskusi  nasution, harun, islam ditinjau sub topic  aktif debat dari berbagai aspeknya, jilid i pengertian teologi/kalam  role play dan ii, ui press, jakarta, tema tema pokok dalam teologi  nurdin, m. amin dan fauzi, afifi islam (eds.), sejarah pemikiran islam signifikansi teologi islam dalam teologi/i. kalam, jilid i dan ii, masyarakat muslim modern jakarta pustaka antara, isu isu teologi islam kontemporer  faruqi, ismail dan faruki, l. lois, lingkungan atlas budaya islam, bandung  kemiskinan mizan, jakarta, gender, dll  nasr, seyyed hossein, dan oliver leaman, ensiklopedi tematis filsafat islam, bandung mizan,  dahlan, abdul azis, “falsafat”, dalam ensiklopedi dunia islam, jakarta ichtiar baru.  tim penulis iain syarif hidayatullah, ensiklopedi islam indonesia, jakarta djambatan, 9 topic aspek politik  seminar/diskusi  antony black, pemikiran politik sub topic  aktif debat islam, dari masa nabi hingga masa kini, serambi, 2001 “good governance” dalam islam reading assignment  john l esposito, islam and politic dinamika politik islam (revised, second edition), kompabilitas islam atas demokrasi syracuse university press dan isu isu kontemporer  pulungan ,ma dan dr.j.suyuthi.fiqh session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) siyasah ajaran sejarah dan pemikiran.jakarta pt.raja grafindo persada.  saiful mujani. muslim demokrat islam, budaya demokrasi, dan partisipasi politik di indonesia pasca orde baru. jakarta pt. gramedia pustaka utama 10 topic akhlak dan tasawuf dalam islam  seminar/diskusi  affandi mukhtar, akhlak, dalam sub topic  aktif debat ensiklopedi tematik dunia islam, pengertian etika, akhlak dan tasawuf jakarta ichtiar baru van houve, aspek akhlak dalam al qur’an dan hadis  asmaraman, pengantar studi ajaran ajaran dalam tasawuf akhlak, jakarta rajagrafindo problem moralitas dan praktek persada, 1994 tasawuf dalam kehidupan modern  harun nasution, falsafat dan mistisisme dalam islam, jakarta bulan bintang, 1978  kautsar azhari noer, tasawuf, dalam ensiklopedi tematik dunia islam, jakarta ichtiar baru van houve, 2002  k. bertens, etika, jakarta gramedia pustaka utama, 1997  yunahar ilyas, kuliah akhlak, yogyakarta pustaka pelajar, 2001 11 topic science dalam islam  seminar/diskusi  al attas, syed muhammad sub topic  aktif debat naquib, islam dan filsafat session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) wacana al qur’an tentang sains sains. terjemahan oleh saiful pembagian ilmu pengetahuan dalam muzani dari islam and the islam philosophy of science. kontribusi intelektual muslim dalam bandung mizan, pengembangan sains  baiquni, ahmad, al qur'an, ilmu pengetahuan` dan teknologi. jakarta dana bhaktu wakaf,  bucaille, maurice, bibel, quran, dan sains modern. terjemahan oleh h.m. rasyidi dari la bible la coran et la science (1976). jakarta bulan bintang,  harun yahya, pustaka sains populer islami, tatacipta dirgantara, trjm. bandung dzikra,  zar, sirajuddin, konsep penciptaan alam dalam pemikiran islam, sains, dan al quran. jakarta pt rajagrafindo persada, 12 topic aspek ekonomi dan enterpreneurship  seminar/diskusi  tim pusat pengkajian dan  aktif debat pengembangan ekonomi uii dan sub topic  reading assignment bank indonesia, ekonomi islam, pengertian, sejarah, dan prinsip jakarta rajawali, 2008 ekonomi islam  adiwarman azwar karim, lembaga lembaga ekonomi islam sejarah pemikiran ekonomi etos kerja dan enterpreneurship islam, cet. ketiga, jakarta raja dalam islam grafindo persada, 2004 session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) etika bisnis dalam islam  adiwarman karim, ekonomi penerapan ekonomi islam di makro islami, jakarta the indonesia peluang dan tantangan international institute of islamic thught, 2002  irfan abu bakar, bunga bank sama dengan riba? masalah tentang riba dalam al qur’an dan al sunnah, jakarta pusat bahasa dan budaya (pbb) uin dan konrad adenaur sifftung (kas), 2003  ahmad muhammad al assal dan fathi ahmad abdul karim, sistem, prinsip dan tujuan ekonomi islam, terj. imam saefudin, bandung pustaka setia, 13 topic islam di indonesia  seminar/diskusi  nurcholish madjid, islam sub topic  aktif debat doktrin dan peradaban. kedatangan islam di indonesia  role play  fachry ali dan bahtiar effendy, kerajaan islam nusantara merambah jalan baru islam. gerakan gerakan islam abad 19 dan  m. abdul mannan, ekonomi 20 di indonesia islam teori dan praktek. gerakan gerakan islam kontemporer  badri yatim, sejarah peradaban islam.  hasan asari, menyingkap zaman keemasan islam  azyumardi azra, jaringan ulama, timur tengah dan kepulauan nusantara abad xvii dan xviii, session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) bandung mizan, 1998  muhammad hasan al aydrus, penyebaran islam di asia tenggara, jakarta lentera basritama,  hasjmi, sejarah masuk dan berkembangnya islam di indonesia, bandung al ma’arif, 1989 musyrifah sunanto, sejarah peradaban islam indonesia. 14 topic realitas masyarakat muslim di  seminar/diskusi  ahmad muhammad al assal indonesia  aktif debat dan fathi ahmad abdul karim, sub topic  role play sistem, prinsip dan tujuan realitas sosial budaya ekonomi islam, terj. imam realitas ekonomi saefudin, bandung pustaka realitas politik setia, solusi bagi problem sosial politik  john l esposito, islam and ekonomi dan budaya umat islam di politic (revised, second indonesia edition), syracuse university press  madjid, nurcholish, . islam doktrin dan peradaban. jakarta paramadina, .  noer, deliar, gerakan modern islam di indonesia 1900 1942, jakarta, lp3es,  samuel p huntington, the clash of the civilization and the remaking of world order, the session targeted competencies topic & sub topics forms of instruction & material references assessment indicators duration (sesi) (kemampuan akhir) (materi pembelajaran) (sumber pembelajaran) (indikator penilaian) (bentuk & waktu pembelajaran) free press,final examination form rancangan tugas mahasiswa (rtm) f ehb 02 universitas bakrie no form f ehb 02 fakultas ftik tgl form 23 feb 2022 program studi information system revform  periode 20211"
Copy of TIF109 Struktur Data.pdf,TIF109,Struktur Data,course_description,"this course is aimed to give students knowledge and skills on how to generate data structure using java as well as to use ood to solve a particular problem. data structure consists of linked list, stacks, queues, binary trees, stack, queue and graph"
Copy of TIF109 Struktur Data.pdf,TIF109,Struktur Data,course_objectives,"upon completion of the course the student should be able to  understand the object oriented programming, inheritance, and class hierarchies including inter faces and abstract classes.. understand the java collections framework as the foundation for the traditional data structures.. understand the concept of stacks, queues, and deques understand the concept of recursive data structure. understand the concept of binary trees, including binary search trees, heaps, priority queues, and huffman trees understand the concept of set and map interfaces understand the concept of stack and queue. understand the concept of various sorting algorithms including mergesort, heapsort, quicksort and timsort. understand the concept of self balancing search trees, focusing on algorithms for manipulating them. included are avl and red black trees, 2 3 trees, 24 trees, b trees, and skip lists. understand the concept of graphs."
Copy of TIF109 Struktur Data.pdf,TIF109,Struktur Data,methods_instruction,"classroom instruction consists of lectures and practical problem solving, supplemented by visual aids designed to assist the student to successfully meet the course’s learning objectives."
Copy of TIF109 Struktur Data.pdf,TIF109,Struktur Data,course_outline,"this section should show the targeted competencies, topics, sub topics, specific method of instruction/ delivery, material references, and assessment indicators for each session. session targeted competencies topics & sub topics methods references assignment (a) introduction to java introduction to java and object oriented introduction, 1 (b) introduction to object oriented pro chapter 1, pp. 1 – programming lecture, discussion gramming (a) big notation o (b) list and arraylist lecture, exercise sec. 4, 2 list and collections framework 1 (c) single linked lists discussion, chapter 2, pp. 53 pp. 75 (d) implementation arraylist and single exercise linked lists (a) double linked lists lecture, programming (b) circular lists 3 list and collections framework 2 discussion, chapter 2, pp. 84 project no.2, pp. (c) implementation double and circular exercise 117 lists (a) types of testing lecture, exercise sec. 7, (b) stubs and driver 4 testing and debugging discussion, chapter 3, pp. 121 pp. 142 (c) test driven development assignment (a) stack adt (b) stack application and implementation lecture, (c) queue adt 5 stack and queues discussion, chapter 4, pp. 147 exercise 11 (d) queue application and implementa exercise tion (e) deque interface (a) recursive thinking lecture, (b) recursive array search 6 recursion discussion, chapter 5, pp. 211 exercise 5 (c) recursive data structure assignment (a) tree terminology and applications (b) tree traversals lecture, 7 trees 1 chapter 6, pp. 257 exercise 7 (c) binary search tree discussion, review (d) review mid semester test f ppkr1 (rencana pembelajaran semester) page 4/4 syllabus tif109 lecture, (a) heap and priority queues 8 trees 2 discussion, chapter 6, pp. 297 exercise 8 (b) huffman trees exercise (a) sets and sets interface lecture, (b) maps and maps interface 9 set and maps 1 discussion, chapter 7, pp. 323 exercise 19 (c) hash tables and implementation exercise lecture, (a) maps and sets consideration 10 set and maps 2 discussion, chapter 7, pp. 354 exercise 5 (b) navigable maps and sets assigment (a) java sorting methods lecture, (b) selecction, insertion sort 11 sorting 1 discussion, chapter 8, pp. 375 exercise 5 (c) shell sort ecercise (d) merge sort (a) timsort lecture, (b) heapsort 12 sorting 2 discussion, chapter 8, pp. 397 exercise 15 (c) quicksort assigment (a) tree balance and rotation lecture, (b) avl tree 13 self balancing search trees discussion, chapter 9, pp. 427 exercise 5 (c) red black tree assignment (d) b tree and 24 tree (a) graph terminology (b) graph adt and edge class lecture, chapter 10, pp. 14 graphs exercise 3 (c) traversals of graphs discussion, review 489 (d) review final semester test f ppkr1"
Copy of UNI106 Pendidikan Pancasila dan Kewarganegaraan.pdf,UNI106,Pendidikan Pancasila dan Kewarganegaraan,course_description,"the pancasila and citizenship education (ppkn) course is one of the courses that will lead students to strengthen their personality and be able to consistently apply pancasila values in everyday life so that they become citizens with strong national character and vision, polite and personal personality. moral, able to think critically and analytically, and able to be proactive in responding and being a solution to a number of challenges and problems faced by the indonesian nation in the future, especially at the global level. through this course, it is hoped that students can build a strong knowledge base regarding the important role of pancasila in the life of the state, the basics of citizenship (civic knowledge), citizenship skills (civic skills), citizenship attitudes (civic disposition) and citizenship ethics (civic ethics) in respect the diversity of indonesia, be democratic and maintain the building of national unity and integrity. by obtaining well structured materials and discussions, it is hoped that students will be able to strengthen students' understanding of the country's historical, juridical, and national territorial insights, as well as provide geopolitical and geostrategic insights in efforts to develop all fields in an effort to encourage indonesia's role and excellence in participating. and realizing world peace on the basis of independence."
Copy of UNI106 Pendidikan Pancasila dan Kewarganegaraan.pdf,UNI106,Pendidikan Pancasila dan Kewarganegaraan,methods_instruction,"/metode pembelajaran teaching in the classroom uses a combination of lecture methods, case studies, class interaction through discussion, personal learning processes, and activities outside the classroom carried out by students in groups. to build a dynamic and interactive learning atmosphere in the classroom, multimedia facilities and internet networks are also used. in personal learning, the focus of activity is carried out through the method of individual reflection on lecture material associated with group activities in completing individual/group projects together. individual/group projects are presented alternately according to the time and schedule specified. students with interactive f ppkr1 learning are directed to be able to build direct interactions between them, express their personal opinions and discuss in class in reviewing real realities that occur from national problems that are relevant to lecture material every week. at the end of the lecture process, each student has the task of expressing his thoughts and ideas on the future of the nation as a reflection of the knowledge he has gained during lectures.."
